BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,Defective,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LANGUAGE,LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,SOFTWARE
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.2,0,1,1.0,0,1,1,0.0,0,0.0,8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,3,0,0,0,5,5,1.0,0,0,2,0.17,6,3,1,2,1,0,1,0.0,10
3,0,4,2,0.25,2,1,0.5,0,7,1,0.0,2,1.0,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,3,0,0,1,8,8,0.5,1,2,7,0.18,11,14,15,6,7,0,1,11.11,10
106,6,190,60,0.14,90,55,0.92,1,216,9,0.14,38,0.63,83.53,152.19,1934693.36,4.24,1828,0.01,107482.96,12712.27,3,25,26,51,405,431,0.15,50,95,158,0.12,512,774,1054,89,35,0,1,15.98,10
5,1,8,3,0.21,4,2,0.67,1,9,1,0.0,3,1.0,25.14,10.58,2812.7,0.09,58,0.09,156.26,265.93,3,0,1,3,13,14,0.33,2,4,8,0.15,20,25,33,13,11,0,1,23.53,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,1,0,1,0.33,0,1,1.0,0,2,1,0.0,1,1.0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,0,0,0,3,3,1.0,0,0,3,0.2,5,3,6,3,5,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,1,0,1,0.5,0,1,1.0,0,2,1,0.0,0,0.0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,3,0,0,0,2,2,1.0,0,0,3,0.25,4,1,5,1,5,0,1,0.0,10
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,3,0,0,0,4,4,1.0,0,0,2,0.2,5,2,1,2,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,4,0,4,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,3,0,0,0,2,2,1.0,0,0,2,0.2,5,0,5,0,5,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
15,1,0,8,1.0,0,3,0.38,1,35,6,0.71,8,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0,0,29,0.11,75,0,0,0,0,0,1,0.0,10
3,2,0,2,1.0,0,2,1.0,0,7,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,7,0.11,18,0,0,0,0,0,1,0.0,10
3,2,0,2,1.0,0,2,1.0,0,6,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,6,0.14,14,0,0,0,0,0,1,0.0,10
25,1,0,13,1.0,0,2,0.15,0,39,12,0.92,11,0.85,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.92,0,0,28,0.22,60,0,0,0,0,0,1,0.0,10
5,0,0,3,1.0,0,1,0.33,0,9,1,0.0,3,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.33,0,0,8,0.2,15,0,0,0,0,0,1,0.0,10
11,0,16,6,0.32,6,1,0.17,0,18,5,0.8,6,1.0,11.85,19.0,4278.34,0.08,54,0.05,237.69,225.18,3,2,7,1,12,19,0.83,5,8,14,0.23,26,19,35,6,12,0,1,40.0,10
3,1,0,2,1.0,0,1,0.5,0,7,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,7,0.17,12,0,0,0,0,0,1,0.0,10
3,0,0,2,1.0,0,1,0.5,1,6,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,6,0.18,11,0,0,0,0,0,1,0.0,10
3,1,0,2,1.0,0,1,0.5,0,7,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,7,0.17,12,0,0,0,0,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
3,1,0,2,1.0,0,1,0.5,1,7,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,7,0.14,14,0,0,0,0,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
3,0,0,2,1.0,0,1,0.5,0,5,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,5,0.25,8,0,0,0,0,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
5,3,0,3,1.0,0,2,0.67,0,12,1,0.0,2,0.67,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.33,0,0,11,0.13,23,0,0,0,0,0,1,0.0,10
461,12,0,247,1.0,0,38,0.15,1,753,188,0.76,213,0.86,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.76,0,0,508,0.15,1655,0,0,0,0,0,1,0.0,10
49,2,0,25,1.0,0,3,0.12,0,75,25,1.0,25,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,52,0.23,110,0,0,0,0,0,1,0.0,10
113,3,0,57,1.0,0,11,0.19,0,182,56,0.98,57,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.98,0,0,127,0.2,287,0,0,0,0,0,1,0.0,10
19,3,0,10,1.0,0,5,0.5,1,38,6,0.56,10,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.6,0,0,30,0.16,64,0,0,0,0,0,1,0.0,10
11,0,12,6,0.26,2,1,0.17,0,14,6,1.0,6,1.0,27.73,17.33,8332.75,0.16,100,0.06,462.93,480.74,3,1,6,1,17,23,1.0,5,6,10,0.17,36,40,60,15,13,0,1,29.17,10
13,0,0,7,1.0,0,1,0.14,0,16,7,1.0,7,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,11,0.12,57,0,0,0,0,0,1,0.0,10
9,0,0,5,1.0,0,1,0.2,0,12,5,1.0,5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,9,0.14,37,0,0,0,0,0,1,0.0,10
31,3,0,18,1.0,0,7,0.39,0,72,6,0.29,18,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.33,0,0,56,0.17,107,0,0,0,0,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
21,1,38,11,0.15,18,3,0.27,0,45,7,0.6,10,0.91,19.85,49.0,47653.19,0.32,184,0.02,2647.4,972.51,3,8,39,9,35,74,0.64,10,19,36,0.12,94,84,100,18,21,0,1,57.83,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
3,0,0,2,1.0,0,1,0.5,0,6,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,6,0.07,29,0,0,0,0,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.09,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,3,0,9,0,2,11,1.0,0,0,2,0.08,12,9,0,1,0,0,1,81.82,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.33,0,1,1.0,0,1,1,0.0,1,1.0,21.46,5.5,649.15,0.04,31,0.18,36.06,118.03,3,0,0,0,3,3,1.0,0,0,2,0.08,12,11,20,7,7,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,2,6,2,6,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
7,0,10,4,0.21,4,1,0.25,0,12,3,0.67,4,1.0,13.9,11.0,1682.18,0.05,36,0.09,93.45,152.93,3,0,7,1,12,19,0.75,3,5,10,0.18,22,16,20,8,11,0,1,40.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
9,0,12,5,0.23,4,1,0.2,0,14,5,1.0,5,1.0,15.49,12.83,2551.38,0.07,46,0.08,141.74,198.81,3,2,9,1,13,22,1.0,4,6,11,0.18,28,21,25,9,11,0,1,43.48,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,3,0,0,0,4,4,1.0,0,0,2,0.17,6,6,8,5,4,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.2,0,1,1.0,0,1,1,0.0,0,0.0,8.45,0.75,4.75,0.0,4,1.33,0.26,6.34,3,0,0,0,5,5,1.0,0,0,2,0.17,6,3,1,2,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,0,0,0,0,1,0.0,10
7,0,0,4,1.0,0,1,0.25,0,12,3,0.67,4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0,0,10,0.17,23,0,0,0,0,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
7,2,0,4,1.0,0,3,0.75,0,14,3,0.67,4,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.75,0,0,12,0.13,30,0,0,0,0,0,1,0.0,10
3,1,0,2,1.0,0,2,1.0,0,6,1,0.0,2,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.5,0,0,6,0.17,12,0,0,0,0,0,1,0.0,10
1,1,0,1,0.33,0,1,1.0,0,2,1,0.0,1,1.0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,3,0,0,0,3,3,1.0,0,0,3,0.2,5,3,6,3,5,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,1,0,1,0.5,0,1,1.0,0,2,1,0.0,0,0.0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,3,0,0,0,2,2,1.0,0,0,3,0.25,4,1,5,1,5,0,1,0.0,10
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,3,0,0,0,4,4,1.0,0,0,2,0.2,5,2,1,2,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
39,4,0,23,1.0,0,9,0.39,0,73,14,0.59,21,0.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0,0,0,0,0,0.61,0,0,52,0.15,151,0,0,0,0,0,1,0.0,10
37,5,16,25,0.2,6,8,0.32,1,102,11,0.42,25,1.0,39.52,45.9,83263.92,0.6,311,0.02,4625.77,1814.03,3,7,11,10,113,124,0.44,5,8,79,0.17,143,102,209,30,27,0,1,15.67,10
37,6,16,25,0.2,6,8,0.32,1,103,11,0.42,25,1.0,38.34,51.45,101508.96,0.66,334,0.02,5639.39,1972.9,3,9,11,10,115,126,0.44,5,8,80,0.17,147,110,224,31,29,0,1,15.44,10
9,2,16,5,0.21,8,3,0.6,1,20,1,0.0,5,1.0,23.15,10.83,2716.66,0.08,54,0.09,150.93,250.77,3,6,0,3,24,24,0.2,4,8,17,0.14,35,20,34,12,13,0,1,11.11,10
25,7,48,13,0.16,24,8,0.62,1,57,11,0.83,13,1.0,77.19,17.65,24038.84,0.45,223,0.06,1335.49,1362.2,3,24,7,22,73,80,0.85,12,24,46,0.1,128,100,123,51,18,0,1,28.43,10
43,9,58,25,0.19,28,13,0.52,1,100,19,0.75,25,1.0,48.08,46.14,102368.56,0.74,348,0.02,5687.14,2218.51,3,17,4,35,131,135,0.76,15,29,77,0.13,189,133,215,49,34,0,1,22.94,10
62,3,72,42,0.15,36,6,0.14,1,129,14,0.32,17,0.4,67.04,117.44,924547.74,2.62,1092,0.01,51363.76,7872.72,3,34,29,110,250,279,0.33,18,36,89,0.1,425,421,671,95,53,0,1,35.73,10
9,2,14,5,0.24,6,3,0.6,1,18,3,0.5,5,1.0,21.76,11.67,2961.28,0.08,54,0.09,164.52,253.82,3,6,0,5,21,21,0.6,4,7,15,0.15,34,20,34,12,14,0,1,19.23,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,1,1,1.0,0,0,2,0.33,3,0,1,0,1,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,1,0,1,0,1,0.0,10
5,0,8,3,1.5,2,1,0.33,0,7,1,0.0,3,1.0,13.29,4.5,269.08,0.02,18,0.22,14.95,59.79,3,1,0,0,2,2,0.33,3,4,6,0.6,5,6,12,4,6,0,1,0.0,10
7,0,10,4,1.33,2,1,0.25,0,9,1,0.0,4,1.0,16.58,4.8,381.92,0.03,23,0.21,21.22,79.57,3,1,0,0,3,3,0.25,4,5,7,0.67,6,8,15,5,6,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,1,1.0,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,3,1,0,1,2,2,1.0,0,0,2,0.14,7,6,10,6,7,0,1,33.33,10
47,3,78,24,0.27,32,4,0.17,1,79,10,0.39,22,0.92,39.17,49.31,95240.97,0.64,344,0.02,5291.16,1931.46,3,3,2,10,88,90,0.42,23,39,57,0.23,105,143,201,29,20,0,1,12.0,10
21,2,32,12,0.17,16,3,0.25,1,47,1,0.0,12,1.0,22.58,67.1,101672.68,0.51,281,0.01,5648.48,1515.24,3,10,0,1,69,69,0.08,8,16,37,0.14,83,122,159,20,22,0,1,1.43,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,1,3,1,3,0,1,0.0,10
5,0,8,3,0.3,4,1,0.33,1,9,3,1.0,3,1.0,10.91,9.17,916.67,0.03,25,0.11,50.93,100.0,3,1,0,0,10,10,1.0,2,4,8,0.23,13,11,14,6,10,0,1,0.0,10
17,7,30,9,0.19,14,6,0.67,1,34,6,0.63,8,0.89,61.37,13.58,11311.16,0.28,150,0.07,628.4,833.19,3,2,4,11,44,48,0.67,8,15,27,0.13,67,64,86,33,14,0,1,25.42,10
1,0,0,1,0.5,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,3,0,0,0,2,2,1.0,0,0,2,0.25,4,0,4,0,4,0,1,0.0,10
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,3,0,0,0,0,0,1.0,0,0,2,1.0,1,0,5,0,5,0,1,0.0,10
