Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.2,22.5,13224.78,26.12,0.04,4,23,0,112.0,734.71,587.77,3.0,6.0,29.0,7.0,1,13,0,0,62,50,18,20
0.47,17.64,24968.83,80.26,0.06,3,26,3,266.0,1387.16,1415.63,34.0,34.0,34.0,34.0,1,67,0,0,173,93,11,29
1.88,20.44,115197.41,275.77,0.05,5,78,4,864.0,6399.86,5636.36,112.0,112.0,89.0,112.0,1,223,0,0,563,301,11,81
0.41,52.71,65403.83,23.54,0.02,2,65,1,246.0,3633.55,1240.92,5.0,8.0,70.0,9.0,1,17,0,0,134,112,16,17
0.24,9.78,7121.72,74.49,0.1,2,32,0,142.0,395.65,728.36,1.0,2.0,37.0,2.0,1,3,0,1,76,66,8,27
0.35,28.8,30396.61,36.65,0.03,2,48,0,197.0,1688.7,1055.44,4.0,8.0,52.0,9.0,1,17,0,0,107,90,16,25
0.05,9.75,1370.4,14.42,0.1,1,8,0,32.0,76.13,140.55,3.0,3.0,11.0,5.0,1,9,0,0,20,12,13,8
0.03,8.25,809.32,11.89,0.12,1,7,0,24.0,44.96,98.1,3.0,2.0,10.0,4.0,1,7,0,0,15,9,11,6
0.03,2.78,264.4,34.27,0.36,2,7,0,25.0,14.69,95.18,1.0,1.0,11.0,1.0,1,1,0,0,15,10,5,9
0.97,43.55,126218.59,66.55,0.02,18,92,19,451.0,7012.14,2898.25,11.0,7.0,133.0,16.0,1,30,0,4,250,201,26,60
0.1,15.08,4659.79,20.5,0.07,2,18,0,65.0,258.88,309.07,1.0,3.0,22.0,3.0,1,5,0,0,37,28,14,13
0.12,11.63,4071.05,30.09,0.09,3,20,0,70.0,226.17,350.0,1.0,3.0,23.0,3.0,1,5,0,0,36,34,13,19
0.02,5.33,365.51,12.85,0.19,2,7,0,18.0,20.31,68.53,1.0,2.0,11.0,2.0,1,3,0,0,10,8,8,6
0.05,7.88,1259.28,20.31,0.13,1,9,0,42.0,69.96,159.91,1.0,1.0,12.0,2.0,1,3,0,0,21,21,6,8
0.02,5.25,244.16,8.86,0.19,1,6,0,14.0,13.56,46.51,1.0,2.0,9.0,2.0,1,3,0,0,7,7,6,4
0.01,2.0,69.74,17.43,0.5,1,3,0,11.0,3.87,34.87,1.0,1.0,6.0,1.0,1,1,0,0,6,5,4,5
0.08,6.0,1401.82,38.94,0.17,1,14,0,55.0,77.88,233.64,1.0,1.0,17.0,1.0,1,1,0,0,29,26,6,13
0.01,2.0,69.74,17.43,0.5,1,3,0,11.0,3.87,34.87,1.0,1.0,6.0,1.0,1,1,0,0,6,5,4,5
0.13,14.3,5578.95,27.28,0.07,1,23,0,83.0,309.94,390.14,1.0,3.0,26.0,5.0,1,9,0,0,44,39,11,15
0.04,4.0,424.79,26.55,0.25,0,8,0,25.0,23.6,106.2,1.0,2.0,10.0,2.0,1,3,0,0,14,11,8,11
0.01,2.5,67.5,10.8,0.4,0,5,0,9.0,3.75,27.0,1.0,2.0,7.0,2.0,1,3,0,0,6,3,5,3
0.01,1.8,70.2,21.67,0.56,1,4,1,13.0,3.9,39.0,1.0,1.0,8.0,1.0,1,1,0,0,7,6,3,5
0.03,5.25,407.97,14.8,0.19,0,6,0,21.0,22.67,77.71,1.0,2.0,8.0,2.0,1,3,0,0,12,9,7,6
0.04,7.43,957.75,17.36,0.13,1,8,0,33.0,53.21,128.93,1.0,2.0,11.0,2.0,1,3,0,0,20,13,8,7
0.04,4.0,483.71,30.23,0.25,2,13,1,29.0,26.87,120.93,1.0,3.0,18.0,3.0,1,5,0,0,19,10,8,10
0.03,3.86,328.28,22.07,0.26,0,9,0,23.0,18.24,85.11,1.0,2.0,11.0,2.0,1,3,0,0,14,9,6,7
0.2,6.97,4153.16,85.55,0.14,2,44,9,112.0,230.73,596.06,1.0,9.0,57.0,9.0,1,17,0,0,64,48,9,31
0.33,28.75,28252.56,34.18,0.03,9,47,3,180.0,1569.59,982.7,6.0,5.0,63.0,13.0,1,25,0,2,111,69,20,24
0.14,17.77,7435.18,23.55,0.06,7,22,7,88.0,413.07,418.43,1.0,4.0,38.0,5.0,1,9,0,0,55,33,14,13
0.04,7.14,788.3,15.45,0.14,1,8,0,27.0,43.79,110.36,1.0,2.0,11.0,3.0,1,5,0,0,17,10,10,7
0.02,2.0,148.02,37.0,0.5,0,6,0,20.0,8.22,74.01,1.0,1.0,8.0,1.0,1,1,0,0,11,9,4,9
0.15,15.84,7284.13,29.03,0.06,4,24,3,87.0,404.67,459.83,1.0,3.0,33.0,4.0,1,7,0,0,46,41,17,22
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,1.0,1.0,4.0,1.0,1,1,0,0,3,1,3,1
0.15,18.28,8436.95,25.24,0.05,4,25,0,95.0,468.72,461.51,4.0,5.0,31.0,6.0,1,11,0,0,50,45,13,16
0.04,3.5,369.2,30.14,0.29,0,14,0,27.0,20.51,105.49,1.0,4.0,16.0,5.0,1,9,0,0,19,8,7,8
0.02,4.0,222.03,13.88,0.25,2,6,0,15.0,12.33,55.51,1.0,2.0,10.0,2.0,1,3,0,0,10,5,8,5
0.03,3.94,369.2,23.81,0.25,2,11,0,24.0,20.51,93.77,1.0,2.0,15.0,2.0,1,3,0,0,15,9,7,8
0.02,2.5,121.08,19.37,0.4,0,2,0,14.0,6.73,48.43,1.0,1.0,4.0,1.0,1,1,0,0,8,6,5,6
0.06,9.0,1529.25,18.88,0.11,0,9,0,40.0,84.96,169.92,1.0,3.0,11.0,3.0,1,5,0,0,20,20,9,10
0.2,6.97,4264.41,87.84,0.14,3,48,9,115.0,236.91,612.02,9.0,9.0,62.0,9.0,1,17,0,0,67,48,9,31
0.15,15.47,6987.46,29.2,0.06,4,26,0,95.0,388.19,451.71,4.0,5.0,32.0,6.0,1,11,0,0,50,45,11,16
0.02,2.0,148.02,37.0,0.5,0,6,0,20.0,8.22,74.01,1.0,1.0,8.0,1.0,1,1,0,0,11,9,4,9
0.02,2.0,148.02,37.0,0.5,0,6,0,20.0,8.22,74.01,1.0,1.0,8.0,1.0,1,1,0,0,11,9,4,9
0.02,8.0,525.83,8.22,0.13,0,3,0,19.0,29.21,65.73,1.0,1.0,5.0,1.0,1,1,0,0,13,6,8,3
0.21,18.36,11357.39,33.69,0.05,5,35,3,114.0,630.97,618.59,1.0,4.0,45.0,5.0,1,9,0,0,63,51,18,25
0.05,7.0,1021.63,20.85,0.14,0,14,1,35.0,56.76,145.95,1.0,3.0,17.0,3.0,1,5,0,0,21,14,9,9
0.07,6.92,1409.26,29.4,0.14,3,15,1,45.0,78.29,203.56,1.0,3.0,21.0,3.0,1,5,0,0,27,18,10,13
0.01,2.0,36.19,9.05,0.5,0,3,0,7.0,2.0,18.09,1.0,1.0,5.0,1.0,1,1,0,0,5,2,4,2
0.09,8.93,2538.1,31.84,0.11,4,19,1,62.0,141.01,284.27,1.0,4.0,27.0,4.0,1,7,0,0,37,25,10,14
0.03,7.71,786.47,13.22,0.13,2,7,0,24.0,43.69,101.95,3.0,2.0,11.0,3.0,1,5,0,0,15,9,12,7
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,1.0,1.0,4.0,1.0,1,1,0,0,4,3,4,3
0.01,2.5,60.0,9.6,0.4,0,2,0,8.0,3.33,24.0,1.0,1.0,4.0,1.0,1,1,0,0,5,3,5,3
0.28,47.81,40188.22,17.58,0.02,5,40,0,181.0,2232.68,840.54,5.0,2.0,47.0,7.0,1,13,0,0,136,45,17,8
0.04,7.5,996.26,17.71,0.13,2,7,0,34.0,55.35,132.83,1.0,1.0,11.0,1.0,1,1,0,0,24,10,9,6
0.03,5.83,539.65,15.86,0.17,0,9,0,25.0,29.98,92.51,3.0,3.0,11.0,5.0,1,9,0,0,15,10,7,6
0.04,8.17,906.61,13.59,0.12,2,8,0,30.0,50.37,111.01,1.0,1.0,12.0,1.0,1,1,0,0,16,14,7,6
0.01,2.0,69.74,17.43,0.5,0,2,0,11.0,3.87,34.87,1.0,1.0,4.0,1.0,1,1,0,0,6,5,4,5
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,20.0,3.0,1,5,0,0,0,0,0,0
0.04,8.64,1081.2,14.47,0.12,2,8,0,30.0,60.07,125.1,3.0,1.0,12.0,3.0,1,5,0,0,19,11,11,7
0.04,10.21,1280.22,12.27,0.1,2,10,0,29.0,71.12,125.34,3.0,2.0,14.0,3.0,1,5,0,0,18,11,13,7
0.1,20.0,6110.57,15.28,0.05,5,26,0,65.0,339.48,305.53,1.0,3.0,33.0,5.0,1,9,0,0,40,25,16,10
0.06,27.5,4711.6,6.23,0.04,1,14,0,45.0,261.76,171.33,1.0,1.0,17.0,3.0,1,5,0,0,30,15,11,3
0.03,6.67,609.18,13.71,0.15,2,10,0,24.0,33.84,91.38,1.0,2.0,14.0,2.0,1,3,0,0,14,10,8,6
0.01,2.67,67.38,9.47,0.38,1,3,0,9.0,3.74,25.27,1.0,1.0,6.0,1.0,1,1,0,0,5,4,4,3
0.38,79.69,91920.19,14.48,0.01,13,43,2,255.0,5106.68,1153.51,1.0,1.0,61.0,1.0,1,1,0,0,170,85,15,8
0.86,51.8,133399.56,49.72,0.02,7,120,9,454.0,7411.09,2575.28,1.0,14.0,139.0,14.0,1,27,0,0,306,148,21,30
0.15,21.21,9228.21,20.51,0.05,5,17,4,87.0,512.67,435.0,1.0,2.0,29.0,2.0,1,3,0,0,54,33,18,14
0.03,8.0,718.87,11.23,0.13,2,6,1,23.0,39.94,89.86,1.0,1.0,12.0,1.0,1,1,0,0,15,8,10,5
0.05,10.83,1473.33,12.55,0.09,1,6,0,34.0,81.85,136.0,1.0,1.0,10.0,1.0,1,1,0,0,21,13,10,6
0.08,15.0,3631.98,16.14,0.07,4,11,3,57.0,201.78,242.13,1.0,2.0,21.0,2.0,1,3,0,0,30,27,10,9
0.09,10.5,2703.86,24.52,0.1,3,9,1,63.0,150.21,257.51,1.0,1.0,16.0,1.0,1,1,0,0,33,30,7,10
0.25,65.33,48284.58,11.31,0.02,8,28,3,171.0,2682.48,739.05,1.0,2.0,42.0,2.0,1,3,0,0,115,56,14,6
0.33,86.33,84699.71,11.36,0.01,10,36,3,227.0,4705.54,981.08,1.0,2.0,52.0,2.0,1,3,0,0,153,74,14,6
0.25,65.33,48284.58,11.31,0.02,8,28,3,171.0,2682.48,739.05,1.0,2.0,42.0,2.0,1,3,0,0,115,56,14,6
0.29,75.83,65221.5,11.34,0.01,9,32,3,199.0,3623.42,860.06,1.0,2.0,47.0,2.0,1,3,0,0,134,65,14,6
0.33,86.33,84699.71,11.36,0.01,10,36,3,227.0,4705.54,981.08,1.0,2.0,52.0,2.0,1,3,0,0,153,74,14,6
0.23,46.0,32336.09,15.28,0.02,13,34,31,133.0,1796.45,702.96,1.0,1.0,80.0,8.0,1,13,0,0,87,46,26,13
0.34,48.83,50129.07,21.03,0.02,18,50,46,181.0,2784.95,1026.71,1.0,1.0,117.0,10.0,1,17,0,0,118,63,31,20
0.52,41.02,63876.98,37.97,0.02,23,71,59,267.0,3548.72,1557.38,5.0,5.0,155.0,11.0,1,21,0,0,162,105,25,32
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,1,5,0,0,0,0,0,0
0.29,23.94,20831.97,36.34,0.04,6,35,0,181.0,1157.33,870.13,1.0,6.0,43.0,6.0,1,11,0,0,107,74,11,17
0.09,11.57,3154.67,23.56,0.09,3,16,0,58.0,175.26,272.63,1.0,3.0,21.0,3.0,1,5,0,0,31,27,12,14
0.01,2.67,74.86,10.53,0.38,0,3,0,10.0,4.16,28.07,1.0,1.0,6.0,1.0,1,1,0,0,6,4,4,3
0.07,17.5,3920.0,12.8,0.06,1,11,1,56.0,217.78,224.0,1.0,2.0,16.0,5.0,1,9,0,0,35,21,10,6
0.01,2.67,74.86,10.53,0.38,0,3,0,10.0,4.16,28.07,1.0,1.0,6.0,1.0,1,1,0,0,6,4,4,3
0.07,17.5,3920.0,12.8,0.06,1,11,1,56.0,217.78,224.0,1.0,2.0,16.0,5.0,1,9,0,0,35,21,10,6
0.12,20.0,6922.08,17.31,0.05,3,36,4,83.0,384.56,346.1,1.0,2.0,46.0,6.0,1,11,0,0,51,32,10,8
0.06,17.5,3269.16,10.67,0.06,4,11,0,54.0,181.62,186.81,1.0,1.0,18.0,5.0,1,9,0,0,34,20,7,4
0.07,17.5,3850.0,12.57,0.06,1,11,0,55.0,213.89,220.0,1.0,2.0,15.0,5.0,1,9,0,0,34,21,10,6
0.03,6.42,546.12,13.26,0.16,2,8,0,23.0,30.34,85.11,1.0,2.0,12.0,2.0,1,3,0,0,12,11,7,6
0.02,1.5,72.0,32.0,0.67,4,6,5,16.0,4.0,48.0,1.0,1.0,17.0,1.0,1,1,0,0,11,5,3,5
0.07,8.85,1920.77,24.55,0.11,3,15,0,48.0,106.71,217.13,1.0,3.0,20.0,3.0,1,5,0,0,25,23,10,13
0.08,8.93,2128.73,26.7,0.11,3,16,0,52.0,118.26,238.42,1.0,3.0,21.0,3.0,1,5,0,0,27,25,10,14
0.01,1.5,54.74,24.33,0.67,1,5,0,13.0,3.04,36.5,1.0,1.0,8.0,1.0,1,1,0,0,9,4,3,4
0.07,8.85,1920.77,24.55,0.11,3,15,0,48.0,106.71,217.13,1.0,3.0,20.0,3.0,1,5,0,0,25,23,10,13
0.07,8.85,1920.77,24.55,0.11,3,15,0,48.0,106.71,217.13,1.0,3.0,20.0,3.0,1,5,0,0,25,23,10,13
0.07,8.08,1680.68,25.76,0.12,3,10,0,46.0,93.37,208.08,1.0,2.0,15.0,2.0,1,3,0,0,25,21,10,13
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,1.0,1.0,4.0,1.0,1,1,0,0,3,2,3,2
0.02,8.75,632.97,8.27,0.11,1,4,0,19.0,35.17,72.34,3.0,1.0,9.0,3.0,1,5,0,0,12,7,10,4
0.04,8.57,1128.74,15.36,0.12,3,10,0,31.0,62.71,131.69,3.0,1.0,15.0,4.0,1,7,0,0,21,10,12,7
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,1.0,1.0,4.0,1.0,1,1,0,0,3,2,3,2
0.01,3.33,100.0,9.0,0.3,0,5,0,10.0,5.56,30.0,1.0,2.0,7.0,2.0,1,3,0,0,6,4,5,3
0.09,12.46,3530.05,22.73,0.08,8,12,0,61.0,196.11,283.28,1.0,2.0,22.0,2.0,1,3,0,0,34,27,12,13
0.36,16.35,17497.07,65.48,0.06,6,49,2,186.0,972.06,1070.41,1.0,5.0,59.0,7.0,1,13,0,0,101,85,15,39
0.23,17.92,12096.92,37.67,0.06,3,35,0,126.0,672.05,675.05,1.0,3.0,40.0,4.0,1,7,0,0,70,56,16,25
0.26,30.5,23698.55,25.48,0.03,8,43,1,146.0,1316.59,777.0,8.0,7.0,54.0,11.0,1,21,0,0,85,61,20,20
0.06,5.0,966.31,38.65,0.2,1,7,0,44.0,53.68,193.26,1.0,1.0,10.0,1.0,1,1,0,0,24,20,7,14
0.06,4.75,876.27,38.84,0.21,1,7,0,42.0,48.68,184.48,1.0,1.0,10.0,1.0,1,1,0,0,23,19,7,14
0.14,13.13,5409.85,31.4,0.08,10,19,15,84.0,300.55,412.18,1.0,2.0,46.0,2.0,1,3,0,0,54,30,14,16
0.27,20.7,16855.08,39.34,0.05,1,35,0,153.0,936.39,814.25,1.0,3.0,39.0,4.0,1,7,0,0,84,69,15,25
0.84,45.76,115544.29,55.19,0.02,13,119,7,412.0,6419.13,2525.26,16.0,12.0,141.0,40.0,1,79,0,0,225,187,23,47
0.07,9.0,1861.37,22.98,0.11,1,13,0,44.0,103.41,206.82,1.0,3.0,16.0,3.0,1,5,0,0,26,18,13,13
0.05,20.0,3200.38,8.0,0.05,0,9,0,57.0,177.8,160.02,1.0,1.0,11.0,1.0,1,1,0,0,41,16,5,2
0.72,34.26,74205.86,63.23,0.03,37,147,51,380.0,4122.55,2166.17,16.0,16.0,238.0,16.0,1,31,0,0,211,169,15,37
0.12,9.08,3326.99,40.4,0.11,12,22,13,74.0,184.83,366.61,1.0,2.0,49.0,2.0,1,3,0,0,41,33,11,20
0.06,5.43,1040.96,35.32,0.18,0,7,0,43.0,57.83,191.76,1.0,3.0,9.0,3.0,1,5,0,0,24,19,8,14
0.06,6.43,1221.36,29.55,0.16,1,13,0,42.0,67.85,189.99,1.0,3.0,16.0,3.0,1,5,0,0,22,20,9,14
0.01,3.33,100.0,9.0,0.3,0,5,0,10.0,5.56,30.0,1.0,2.0,7.0,2.0,1,3,0,0,6,4,5,3
0.2,15.29,9091.87,38.9,0.07,4,32,0,111.0,505.1,594.69,1.0,3.0,38.0,7.0,1,13,0,0,58,53,15,26
1.53,89.28,408630.26,51.27,0.01,19,153,1,760.0,22701.68,4577.0,1.0,22.0,176.0,25.0,1,43,0,0,411,349,22,43
0.09,11.54,3050.82,22.92,0.09,3,14,0,55.0,169.49,264.4,3.0,2.0,19.0,4.0,1,7,0,0,35,20,15,13
0.09,4.57,1288.06,61.64,0.22,3,13,0,58.0,71.56,281.76,1.0,1.0,18.0,1.0,1,1,0,0,34,24,8,21
0.04,10.8,1315.82,11.28,0.09,4,10,5,32.0,73.1,121.84,1.0,2.0,21.0,2.0,1,3,0,0,20,12,9,5
0.73,15.67,34316.89,139.76,0.06,13,85,4,365.0,1906.49,2190.0,1.0,10.0,104.0,24.0,1,47,0,0,214,151,11,53
0.07,3.91,789.15,51.57,0.26,1,13,0,44.0,43.84,201.74,1.0,2.0,16.0,2.0,1,3,0,0,25,19,7,17
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5.0,2.0,29.0,5.0,1,9,0,0,0,0,0,0
0.19,23.74,13734.51,24.38,0.04,2,27,0,108.0,763.03,578.62,5.0,2.0,29.0,5.0,1,9,0,0,67,41,22,19
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11.0,8.0,24.0,11.0,1,21,0,0,0,0,0,0
0.06,10.5,1973.83,17.9,0.1,0,8,0,41.0,109.66,187.98,1.0,2.0,11.0,2.0,1,3,0,0,26,15,14,10
0.12,5.26,1954.64,70.56,0.19,0,19,0,81.0,108.59,371.38,1.0,1.0,21.0,1.0,1,1,0,0,41,40,5,19
0.81,80.29,194151.18,30.11,0.01,11,67,32,403.0,10786.18,2418.0,7.0,1.0,114.0,22.0,1,43,0,4,221,182,30,34
0.11,17.0,5658.32,19.58,0.06,4,17,0,70.0,314.35,332.84,1.0,4.0,23.0,5.0,1,9,0,0,50,20,17,10
0.04,9.75,1076.85,11.33,0.1,2,7,1,26.0,59.82,110.45,3.0,2.0,12.0,3.0,1,5,0,0,17,9,13,6
0.15,24.6,11416.47,18.87,0.04,5,31,1,92.0,634.25,464.08,1.0,2.0,39.0,6.0,1,11,0,0,51,41,18,15
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,3.0,28.0,7.0,1,13,0,0,0,0,0,0
0.06,7.88,1351.93,21.8,0.13,5,9,0,42.0,75.11,171.67,1.0,1.0,16.0,1.0,1,1,0,0,28,14,9,8
0.86,21.74,56161.17,118.79,0.05,22,72,11,465.0,3120.06,2582.88,1.0,1.0,107.0,1.0,1,1,0,0,253,212,8,39
0.07,12.0,2675.66,18.58,0.08,2,19,0,50.0,148.65,222.97,1.0,4.0,23.0,4.0,1,7,0,0,30,20,12,10
0.65,32.25,62469.78,60.06,0.03,6,94,7,384.0,3470.54,1937.05,1.0,20.0,109.0,20.0,1,39,0,0,212,172,9,24
0.03,6.67,507.65,11.42,0.15,1,7,1,20.0,28.2,76.15,1.0,2.0,11.0,2.0,1,3,0,0,10,10,8,6
0.08,7.46,1698.49,30.49,0.13,6,13,0,49.0,94.36,227.55,1.0,2.0,22.0,2.0,1,3,0,1,30,19,11,14
0.01,4.67,186.03,8.54,0.21,0,5,0,12.0,10.33,39.86,1.0,1.0,7.0,2.0,1,3,0,0,8,4,7,3
0.04,5.0,610.57,24.42,0.2,1,7,2,33.0,33.92,122.11,1.0,1.0,12.0,1.0,1,1,0,0,17,16,5,8
0.05,3.54,492.2,39.24,0.28,0,5,0,34.0,27.34,138.97,1.0,1.0,7.0,1.0,1,1,0,0,17,17,5,12
0.57,25.71,43834.43,66.29,0.04,8,55,0,291.0,2435.25,1704.67,3.0,4.0,65.0,5.0,1,9,0,0,156,135,16,42
0.62,25.23,47244.37,74.2,0.04,13,60,0,321.0,2624.69,1872.36,5.0,4.0,75.0,6.0,1,11,0,0,166,155,14,43
0.42,27.2,34022.4,45.97,0.04,7,51,0,235.0,1890.13,1250.65,1.0,4.0,60.0,4.0,1,7,0,0,122,113,13,27
0.14,12.32,5003.22,32.99,0.08,1,21,0,82.0,277.96,406.24,1.0,2.0,24.0,2.0,1,3,0,0,43,39,12,19
0.18,10.77,5745.65,49.53,0.09,5,26,0,104.0,319.2,533.45,1.0,2.0,33.0,2.0,1,3,0,0,57,47,11,24
0.48,44.33,63749.57,32.43,0.02,2,61,3,265.0,3541.64,1437.96,1.0,5.0,68.0,10.0,1,19,0,0,153,112,19,24
0.01,3.33,120.0,10.8,0.3,0,3,4,12.0,6.67,36.0,1.0,1.0,11.0,1.0,1,1,0,0,8,4,5,3
0.09,10.35,2681.93,25.04,0.1,3,20,4,61.0,149.0,259.12,1.0,3.0,29.0,4.0,1,7,0,0,38,23,9,10
0.09,11.5,3031.83,22.93,0.09,3,19,4,61.0,168.44,263.64,1.0,3.0,28.0,4.0,1,7,0,0,38,23,10,10
2.02,58.45,354104.19,103.66,0.02,19,200,11,890.0,19672.45,6058.55,8.0,15.0,233.0,32.0,1,63,0,0,522,368,27,85
0.56,61.29,102093.62,27.18,0.02,12,67,28,307.0,5671.87,1665.86,8.0,6.0,110.0,19.0,1,37,0,1,190,117,22,21
0.18,14.96,7905.12,35.34,0.07,1,39,0,100.0,439.17,528.54,1.0,5.0,42.0,5.0,1,9,0,0,57,43,16,23
0.06,6.11,1160.29,31.11,0.16,3,11,1,42.0,64.45,189.99,1.0,2.0,17.0,2.0,1,3,0,0,23,19,9,14
1.08,54.55,177466.26,59.64,0.02,11,113,0,529.0,9859.24,3253.22,6.0,9.0,126.0,11.0,1,21,0,0,287,243,22,49
0.06,4.2,711.73,40.35,0.24,1,14,0,38.0,39.54,169.46,1.0,2.0,17.0,2.0,1,3,0,0,20,18,7,15
0.81,42.24,102029.76,57.18,0.02,9,96,0,389.0,5668.32,2415.48,6.0,8.0,107.0,11.0,1,21,0,0,213,176,24,50
0.1,7.25,2276.8,43.32,0.14,4,19,0,64.0,126.49,314.04,1.0,2.0,25.0,2.0,1,3,0,0,35,29,10,20
0.28,17.0,14439.21,49.96,0.06,4,48,2,149.0,802.18,849.37,1.0,5.0,56.0,6.0,1,11,0,0,79,70,17,35
0.1,7.0,2060.88,42.06,0.14,3,16,0,60.0,114.49,294.41,1.0,2.0,21.0,2.0,1,3,0,0,32,28,10,20
0.16,13.33,6360.31,35.78,0.08,1,37,0,93.0,353.35,477.02,1.0,5.0,40.0,5.0,1,9,0,0,53,40,14,21
0.17,9.31,4751.82,54.85,0.11,7,25,0,98.0,263.99,510.53,1.0,1.0,34.0,2.0,1,3,0,0,54,44,11,26
0.15,9.55,4343.18,47.67,0.1,5,25,0,91.0,241.29,455.0,1.0,2.0,32.0,2.0,1,3,0,0,49,42,10,22
0.1,10.0,2900.48,29.0,0.1,4,11,4,61.0,161.14,290.05,1.0,1.0,22.0,1.0,1,1,0,0,36,25,12,15
0.07,6.73,1425.41,31.46,0.15,1,8,0,49.0,79.19,211.77,1.0,1.0,12.0,2.0,1,3,0,0,24,25,7,13
0.07,10.39,2155.2,19.97,0.1,3,9,0,48.0,119.73,207.45,1.0,2.0,14.0,2.0,1,3,0,0,31,17,11,9
0.6,34.24,61279.34,52.26,0.03,13,90,0,295.0,3404.41,1789.5,1.0,16.0,108.0,19.0,1,33,0,1,187,108,26,41
1.08,38.36,123917.69,84.21,0.03,7,137,0,504.0,6884.32,3230.33,11.0,18.0,146.0,23.0,1,45,0,0,309,195,24,61
0.04,7.5,908.35,16.14,0.13,1,16,0,31.0,50.46,121.11,1.0,3.0,19.0,3.0,1,5,0,0,21,10,9,6
0.02,4.5,334.04,16.5,0.22,1,9,1,19.0,18.56,74.23,1.0,2.0,13.0,3.0,1,5,0,0,13,6,9,6
0.01,2.5,91.35,14.62,0.4,0,3,0,11.0,5.08,36.54,1.0,2.0,5.0,2.0,1,3,0,0,6,5,5,5
1.01,12.35,37274.65,244.43,0.08,17,191,0,511.0,2070.81,3018.42,1.0,52.0,210.0,52.0,1,103,0,0,324,187,7,53
0.04,2.33,261.32,48.0,0.43,3,5,0,28.0,14.52,112.0,1.0,1.0,10.0,1.0,1,1,0,0,14,14,4,12
0.1,10.56,3027.43,27.14,0.09,2,11,0,59.0,168.19,286.62,3.0,4.0,15.0,4.0,1,7,0,0,33,26,13,16
0.01,3.33,100.0,9.0,0.3,0,5,0,10.0,5.56,30.0,1.0,2.0,7.0,2.0,1,3,0,0,6,4,5,3
0.12,12.25,4549.46,30.32,0.08,1,15,0,73.0,252.75,371.38,1.0,2.0,18.0,4.0,1,7,0,0,38,35,14,20
0.07,6.0,1177.29,32.7,0.17,1,9,0,44.0,65.4,196.21,1.0,1.0,13.0,1.0,1,1,0,0,23,21,8,14
0.25,18.24,13485.6,40.53,0.05,8,46,6,138.0,749.2,739.34,8.0,9.0,62.0,10.0,1,19,0,0,81,57,16,25
0.22,42.0,27922.42,15.83,0.02,1,29,0,145.0,1551.25,664.82,11.0,3.0,32.0,11.0,1,21,0,0,103,42,16,8
0.19,17.67,10058.52,32.22,0.06,7,21,2,111.0,558.81,569.35,1.0,3.0,32.0,6.0,1,11,0,0,58,53,14,21
0.23,17.5,11939.04,38.98,0.06,4,31,2,130.0,663.28,682.23,1.0,3.0,41.0,5.0,1,9,0,2,70,60,14,24
0.13,18.37,7101.42,21.05,0.05,6,28,2,76.0,394.52,386.65,7.0,2.0,38.0,8.0,1,15,0,0,47,29,19,15
1.11,45.54,151562.04,73.09,0.02,12,122,6,525.0,8420.11,3328.42,34.0,17.0,148.0,50.0,1,99,0,6,321,204,25,56
0.77,35.22,81653.08,65.83,0.03,13,113,3,377.0,4536.28,2318.45,14.0,18.0,139.0,31.0,1,61,0,8,230,147,23,48
0.1,7.73,2343.81,39.19,0.13,2,16,0,67.0,130.21,303.08,1.0,4.0,22.0,4.0,1,7,0,2,38,29,8,15
0.27,40.38,32363.26,19.85,0.02,19,53,0,165.0,1797.96,801.57,1.0,2.0,74.0,11.0,1,18,0,0,108,57,17,12
0.8,38.12,91409.75,62.91,0.03,24,81,0,385.0,5078.32,2398.1,13.0,3.0,108.0,15.0,1,29,0,1,223,162,24,51
0.46,24.58,34233.65,56.66,0.04,9,53,4,242.0,1901.87,1392.68,1.0,4.0,68.0,6.0,1,11,0,0,135,107,17,37
0.09,21.25,5693.54,12.61,0.05,1,13,0,61.0,316.31,267.93,6.0,2.0,16.0,6.0,1,11,0,0,44,17,15,6
0.03,7.33,689.42,12.82,0.14,1,7,0,23.0,38.3,94.01,3.0,2.0,10.0,3.0,1,5,0,0,15,8,11,6
0.07,10.45,2204.14,20.17,0.1,3,12,2,48.0,122.45,210.83,1.0,3.0,19.0,3.0,1,5,0,0,25,23,10,11
