McCabe_loc,McCabe_v(g),McCabe_ev(g),McCabe_iv(g),Language,SOFTWARE,defects
14.0,4.0,1.0,3.0,,,0
7.0,2.0,1.0,2.0,,,0
25.0,5.0,1.0,5.0,,,0
7.0,2.0,1.0,2.0,,,0
14.0,4.0,1.0,3.0,,,0
14.0,4.0,1.0,3.0,,,0
14.0,4.0,1.0,3.0,,,0
7.0,2.0,1.0,2.0,,,0
33.0,1.0,1.0,1.0,,,0
22.0,3.0,1.0,2.0,,,0
24.0,4.0,4.0,4.0,,,0
57.0,6.0,1.0,6.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
10.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
11.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
10.0,2.0,1.0,2.0,,,0
22.0,3.0,1.0,2.0,,,0
19.0,5.0,1.0,5.0,,,0
33.0,10.0,1.0,9.0,,,0
4.0,2.0,1.0,1.0,,,0
12.0,2.0,1.0,1.0,,,0
54.0,6.0,1.0,5.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
18.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
11.0,3.0,1.0,3.0,,,0
20.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
22.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
14.0,3.0,1.0,2.0,,,0
32.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
19.0,4.0,1.0,3.0,,,0
19.0,3.0,1.0,2.0,,,0
25.0,5.0,1.0,3.0,,,0
14.0,3.0,1.0,3.0,,,0
6.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
12.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
16.0,3.0,1.0,2.0,,,0
68.0,7.0,6.0,7.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
97.0,8.0,1.0,8.0,,,0
68.0,5.0,1.0,5.0,,,0
22.0,3.0,1.0,2.0,,,0
5.0,2.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
19.0,3.0,1.0,2.0,,,0
28.0,3.0,1.0,2.0,,,0
25.0,3.0,1.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
7.0,2.0,1.0,2.0,,,0
26.0,6.0,1.0,6.0,,,0
7.0,2.0,1.0,2.0,,,0
7.0,2.0,1.0,2.0,,,0
26.0,4.0,4.0,4.0,,,0
7.0,2.0,1.0,2.0,,,0
24.0,5.0,1.0,5.0,,,0
5.0,1.0,1.0,1.0,,,0
49.0,3.0,1.0,3.0,,,0
25.0,3.0,1.0,2.0,,,0
25.0,3.0,1.0,2.0,,,0
24.0,3.0,1.0,2.0,,,0
26.0,3.0,1.0,2.0,,,0
26.0,3.0,1.0,2.0,,,0
19.0,3.0,1.0,2.0,,,0
22.0,3.0,1.0,2.0,,,0
24.0,3.0,1.0,2.0,,,0
22.0,3.0,1.0,2.0,,,0
24.0,3.0,1.0,2.0,,,0
24.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
40.0,7.0,1.0,6.0,,,0
52.0,4.0,1.0,3.0,,,0
14.0,2.0,1.0,2.0,,,0
18.0,4.0,3.0,3.0,,,0
51.0,8.0,6.0,6.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
28.0,4.0,1.0,4.0,,,0
44.0,6.0,1.0,6.0,,,0
23.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
16.0,3.0,1.0,3.0,,,0
5.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
23.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,2.0,1.0,1.0,,,0
14.0,3.0,1.0,2.0,,,0
4.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
37.0,4.0,1.0,4.0,,,0
20.0,6.0,6.0,2.0,,,0
19.0,6.0,6.0,2.0,,,0
12.0,3.0,3.0,1.0,,,0
12.0,3.0,3.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
13.0,3.0,3.0,1.0,,,0
62.0,5.0,1.0,3.0,,,0
196.0,18.0,1.0,18.0,,,0
106.0,19.0,19.0,17.0,,,0
284.0,23.0,14.0,6.0,,,0
531.0,35.0,26.0,27.0,,,0
137.0,11.0,6.0,9.0,,,0
135.0,12.0,6.0,9.0,,,0
30.0,5.0,1.0,4.0,,,0
32.0,3.0,1.0,3.0,,,0
33.0,3.0,1.0,3.0,,,0
52.0,4.0,1.0,4.0,,,0
14.0,3.0,1.0,2.0,,,0
61.0,5.0,3.0,5.0,,,0
17.0,4.0,1.0,4.0,,,0
4.0,1.0,1.0,1.0,,,0
34.0,5.0,4.0,4.0,,,0
7.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
126.0,22.0,22.0,1.0,,,0
127.0,16.0,16.0,1.0,,,0
61.0,7.0,7.0,1.0,,,0
171.0,10.0,6.0,4.0,,,0
715.0,71.0,14.0,10.0,,,0
250.0,19.0,1.0,14.0,,,0
77.0,6.0,1.0,1.0,,,0
79.0,19.0,8.0,1.0,,,0
57.0,4.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
63.0,7.0,1.0,5.0,,,0
9.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
10.0,2.0,1.0,2.0,,,0
9.0,3.0,1.0,1.0,,,0
27.0,4.0,1.0,3.0,,,0
12.0,3.0,3.0,2.0,,,0
25.0,3.0,1.0,1.0,,,0
37.0,6.0,1.0,4.0,,,0
24.0,3.0,1.0,1.0,,,0
37.0,6.0,1.0,4.0,,,0
10.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
24.0,2.0,1.0,2.0,,,0
18.0,4.0,1.0,4.0,,,0
9.0,2.0,1.0,2.0,,,0
42.0,4.0,1.0,2.0,,,0
10.0,1.0,1.0,1.0,,,0
19.0,3.0,1.0,1.0,,,0
1.1,1.4,1.4,1.4,,,0
1.0,1.0,1.0,1.0,,,1
83.0,11.0,1.0,11.0,,,1
46.0,8.0,6.0,8.0,,,1
25.0,3.0,1.0,3.0,,,1
43.0,3.0,1.0,3.0,,,1
48.0,6.0,1.0,6.0,,,1
69.0,12.0,1.0,12.0,,,1
47.0,6.0,1.0,6.0,,,1
48.0,7.0,1.0,7.0,,,1
58.0,9.0,1.0,9.0,,,1
65.0,6.0,1.0,5.0,,,1
116.0,11.0,4.0,8.0,,,1
24.0,4.0,1.0,4.0,,,1
77.0,19.0,12.0,19.0,,,1
9.0,1.0,1.0,1.0,,,1
16.0,2.0,1.0,2.0,,,1
93.0,7.0,3.0,6.0,,,1
23.0,1.0,1.0,1.0,,,1
30.0,1.0,1.0,1.0,,,1
30.0,1.0,1.0,1.0,,,1
35.0,3.0,1.0,3.0,,,1
25.0,4.0,1.0,4.0,,,1
20.0,7.0,7.0,3.0,,,1
119.0,14.0,1.0,14.0,,,1
35.0,4.0,1.0,4.0,,,1
33.0,4.0,1.0,4.0,,,1
17.0,2.0,1.0,2.0,,,1
44.0,3.0,1.0,3.0,,,1
84.0,15.0,9.0,15.0,,,1
56.0,3.0,1.0,3.0,,,1
58.0,3.0,1.0,3.0,,,1
78.0,7.0,1.0,6.0,,,1
75.0,8.0,3.0,8.0,,,1
12.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
69.0,10.0,1.0,10.0,,,1
39.0,5.0,3.0,5.0,,,1
53.0,5.0,1.0,5.0,,,1
52.0,5.0,1.0,5.0,,,1
30.0,2.0,1.0,2.0,,,1
27.0,3.0,1.0,3.0,,,1
47.0,7.0,1.0,6.0,,,1
49.0,7.0,1.0,6.0,,,1
7.0,1.0,1.0,1.0,,,1
66.0,12.0,5.0,12.0,,,1
14.0,1.0,1.0,1.0,,,1
29.0,3.0,1.0,3.0,,,1
6.0,1.0,1.0,1.0,,,1
12.0,1.0,1.0,1.0,,,1
38.0,7.0,1.0,7.0,,,1
132.0,16.0,11.0,13.0,,,1
26.0,4.0,1.0,4.0,,,1
56.0,5.0,1.0,4.0,,,1
21.0,1.0,1.0,1.0,,,1
43.0,6.0,5.0,5.0,,,1
12.0,4.0,1.0,2.0,,,1
11.0,1.0,1.0,1.0,,,1
26.0,2.0,1.0,2.0,,,1
80.0,11.0,1.0,11.0,,,1
63.0,8.0,1.0,8.0,,,1
10.0,2.0,1.0,2.0,,,1
9.0,2.0,1.0,1.0,,,1
35.0,5.0,1.0,4.0,,,1
9.0,1.0,1.0,1.0,,,1
16.0,2.0,1.0,2.0,,,1
5.0,1.0,1.0,1.0,,,1
16.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
12.0,2.0,1.0,2.0,,,1
8.0,2.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
14.0,2.0,1.0,2.0,,,1
56.0,3.0,1.0,2.0,,,1
30.0,2.0,1.0,2.0,,,1
52.0,8.0,1.0,8.0,,,1
41.0,6.0,3.0,6.0,,,1
4.0,1.0,1.0,1.0,,,1
15.0,1.0,1.0,1.0,,,1
9.0,1.0,1.0,1.0,,,1
5.0,1.0,1.0,1.0,,,1
25.0,1.0,1.0,1.0,,,1
45.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
23.0,3.0,1.0,2.0,,,1
14.0,1.0,1.0,1.0,,,1
18.0,2.0,1.0,1.0,,,1
40.0,4.0,1.0,3.0,,,1
24.0,3.0,1.0,2.0,,,1
52.0,6.0,1.0,5.0,,,1
11.0,1.0,1.0,1.0,,,1
23.0,6.0,6.0,2.0,,,1
4.0,1.0,1.0,1.0,,,1
38.0,8.0,8.0,5.0,,,1
113.0,15.0,11.0,14.0,,,1
8.0,1.0,1.0,1.0,,,1
38.0,6.0,3.0,6.0,,,1
47.0,13.0,10.0,10.0,,,1
8.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
15.0,3.0,1.0,1.0,,,1
38.0,5.0,1.0,5.0,,,1
48.0,12.0,1.0,11.0,,,1
70.0,15.0,14.0,3.0,,,1
23.0,5.0,3.0,3.0,,,1
27.0,8.0,6.0,5.0,,,1
10.0,1.0,1.0,1.0,,,1
13.0,1.0,1.0,1.0,,,1
23.0,8.0,8.0,8.0,,,1
11.0,4.0,4.0,4.0,,,1
9.0,2.0,1.0,2.0,,,1
11.0,3.0,3.0,2.0,,,1
49.0,8.0,1.0,7.0,,,1
53.0,11.0,6.0,9.0,,,1
21.0,5.0,4.0,2.0,,,1
16.0,4.0,1.0,4.0,,,1
22.0,5.0,3.0,4.0,,,1
24.0,5.0,3.0,4.0,,,1
27.0,6.0,1.0,5.0,,,1
27.0,5.0,1.0,4.0,,,1
39.0,9.0,9.0,5.0,,,1
16.0,3.0,1.0,3.0,,,1
19.0,4.0,1.0,4.0,,,1
66.0,16.0,11.0,15.0,,,1
12.0,2.0,1.0,2.0,,,1
19.0,5.0,5.0,4.0,,,1
9.0,3.0,3.0,2.0,,,1
29.0,4.0,3.0,3.0,,,1
286.0,27.0,5.0,25.0,,,1
26.0,3.0,1.0,3.0,,,1
64.0,11.0,1.0,11.0,,,1
47.0,4.0,1.0,4.0,,,1
107.0,9.0,7.0,7.0,,,1
107.0,9.0,7.0,7.0,,,1
74.0,5.0,3.0,4.0,,,1
37.0,4.0,1.0,4.0,,,1
79.0,7.0,1.0,6.0,,,1
134.0,15.0,8.0,14.0,,,1
55.0,4.0,3.0,3.0,,,1
22.0,3.0,1.0,2.0,,,1
22.0,3.0,1.0,2.0,,,1
8.0,3.0,1.0,3.0,,,1
151.0,18.0,4.0,16.0,,,1
2.0,1.0,1.0,1.0,,,1
2.0,1.0,1.0,1.0,,,1
70.0,13.0,4.0,12.0,,,1
4.0,1.0,1.0,1.0,,,1
2.0,1.0,1.0,1.0,,,1
27.0,1.0,1.0,1.0,,,1
57.0,1.0,1.0,1.0,,,1
4.0,1.0,1.0,1.0,,,1
7.0,1.0,1.0,1.0,,,1
7.0,1.0,1.0,1.0,,,1
16.0,2.0,1.0,2.0,,,1
11.0,1.0,1.0,1.0,,,1
8.0,2.0,1.0,1.0,,,1
62.0,14.0,1.0,9.0,,,1
39.0,4.0,1.0,4.0,,,1
165.0,13.0,11.0,12.0,,,1
45.0,3.0,1.0,3.0,,,1
3.0,1.0,1.0,1.0,,,1
21.0,2.0,1.0,2.0,,,1
23.0,1.0,1.0,1.0,,,1
12.0,1.0,1.0,1.0,,,1
44.0,7.0,1.0,5.0,,,1
17.0,4.0,3.0,3.0,,,1
40.0,5.0,3.0,4.0,,,1
179.0,13.0,4.0,12.0,,,1
92.0,8.0,3.0,8.0,,,1
14.0,1.0,1.0,1.0,,,1
92.0,8.0,3.0,8.0,,,1
64.0,4.0,1.0,4.0,,,1
184.0,16.0,12.0,13.0,,,1
17.0,4.0,3.0,3.0,,,1
38.0,5.0,3.0,4.0,,,1
6.0,1.0,1.0,1.0,,,1
41.0,4.0,1.0,4.0,,,1
13.0,1.0,1.0,1.0,,,1
20.0,4.0,3.0,3.0,,,1
50.0,5.0,4.0,4.0,,,1
17.0,1.0,1.0,1.0,,,1
41.0,6.0,5.0,5.0,,,1
29.0,4.0,1.0,1.0,,,1
125.0,8.0,5.0,7.0,,,1
42.0,5.0,3.0,4.0,,,1
17.0,4.0,3.0,3.0,,,1
14.0,3.0,3.0,3.0,,,1
9.0,1.0,1.0,1.0,,,1
3.0,1.0,1.0,1.0,,,1
11.0,2.0,1.0,2.0,,,1
35.0,3.0,1.0,3.0,,,1
7.0,2.0,1.0,2.0,,,1
34.0,5.0,1.0,5.0,,,1
24.0,4.0,1.0,3.0,,,1
35.0,4.0,1.0,4.0,,,1
48.0,4.0,1.0,4.0,,,1
61.0,7.0,1.0,7.0,,,1
20.0,1.0,1.0,1.0,,,1
10.0,1.0,1.0,1.0,,,1
38.0,5.0,1.0,5.0,,,1
4.0,1.0,1.0,1.0,,,1
15.0,2.0,1.0,2.0,,,1
6.0,1.0,1.0,1.0,,,1
6.0,1.0,1.0,1.0,,,1
50.0,6.0,5.0,5.0,,,1
17.0,1.0,1.0,1.0,,,1
20.0,2.0,1.0,2.0,,,1
8.0,1.0,1.0,1.0,,,1
20.0,5.0,1.0,5.0,,,1
36.0,7.0,3.0,6.0,,,1
27.0,1.0,1.0,1.0,,,1
13.0,3.0,1.0,3.0,,,1
13.0,3.0,1.0,3.0,,,1
13.0,3.0,1.0,3.0,,,1
78.0,6.0,3.0,6.0,,,1
84.0,7.0,3.0,7.0,,,1
99.0,8.0,5.0,8.0,,,1
25.0,3.0,1.0,3.0,,,1
97.0,14.0,1.0,14.0,,,1
95.0,16.0,9.0,16.0,,,1
132.0,14.0,8.0,13.0,,,1
61.0,4.0,1.0,4.0,,,1
8.0,1.0,1.0,1.0,,,1
55.0,5.0,1.0,5.0,,,1
57.0,4.0,1.0,4.0,,,1
51.0,13.0,8.0,13.0,,,1
93.0,7.0,1.0,7.0,,,1
29.0,1.0,1.0,1.0,,,1
112.0,16.0,10.0,13.0,,,1
152.0,22.0,6.0,16.0,,,1
25.0,4.0,1.0,4.0,,,1
78.0,11.0,1.0,11.0,,,1
35.0,5.0,3.0,4.0,,,1
12.0,3.0,1.0,3.0,,,1
19.0,2.0,1.0,2.0,,,1
19.0,3.0,1.0,3.0,,,1
15.0,2.0,1.0,2.0,,,1
217.0,28.0,18.0,27.0,,,1
150.0,27.0,22.0,18.0,,,1
30.0,3.0,1.0,3.0,,,1
15.0,1.0,1.0,1.0,,,1
41.0,1.0,1.0,1.0,,,1
25.0,3.0,3.0,3.0,,,1
15.0,8.0,4.0,3.0,,,1
56.0,13.0,7.0,11.0,,,1
20.0,2.0,1.0,2.0,,,1
9.0,2.0,1.0,2.0,,,1
145.0,25.0,21.0,18.0,,,1
34.0,4.0,1.0,4.0,,,1
12.0,1.0,1.0,1.0,,,1
24.0,5.0,3.0,4.0,,,1
74.0,6.0,5.0,4.0,,,1
36.0,1.0,1.0,1.0,,,1
7.0,2.0,1.0,2.0,,,1
7.0,1.0,1.0,1.0,,,1
6.0,1.0,1.0,1.0,,,1
55.0,5.0,1.0,3.0,,,1
21.0,1.0,1.0,1.0,,,1
17.0,3.0,1.0,3.0,,,1
19.0,3.0,1.0,1.0,,,1
22.0,3.0,1.0,3.0,,,1
40.0,3.0,1.0,3.0,,,1
15.0,2.0,1.0,2.0,,,1
27.0,5.0,3.0,4.0,,,1
35.0,1.0,1.0,1.0,,,1
30.0,2.0,1.0,2.0,,,1
12.0,1.0,1.0,1.0,,,1
22.0,1.0,1.0,1.0,,,1
40.0,5.0,3.0,4.0,,,1
176.0,16.0,10.0,14.0,,,1
132.0,13.0,10.0,13.0,,,1
101.0,13.0,6.0,12.0,,,1
7.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
16.0,2.0,1.0,2.0,,,1
38.0,2.0,1.0,2.0,,,1
50.0,5.0,1.0,5.0,,,1
4.0,1.0,1.0,1.0,,,1
60.0,6.0,3.0,5.0,,,1
63.0,8.0,5.0,8.0,,,1
72.0,11.0,7.0,9.0,,,1
57.0,6.0,1.0,5.0,,,1
82.0,16.0,13.0,16.0,,,1
288.0,45.0,7.0,45.0,,,1
96.0,9.0,1.0,8.0,,,1
68.0,18.0,5.0,18.0,,,1
84.0,11.0,1.0,11.0,,,1
20.0,2.0,1.0,2.0,,,1
72.0,12.0,8.0,10.0,,,1
16.0,1.0,1.0,1.0,,,1
40.0,5.0,1.0,5.0,,,1
12.0,1.0,1.0,1.0,,,1
11.0,1.0,1.0,1.0,,,1
50.0,8.0,3.0,4.0,,,1
25.0,2.0,1.0,2.0,,,1
4.0,1.0,1.0,1.0,,,1
220.0,12.0,8.0,12.0,,,1
22.0,1.0,1.0,1.0,,,1
23.0,1.0,1.0,1.0,,,1
89.0,6.0,4.0,5.0,,,1
15.0,1.0,1.0,1.0,,,1
100.0,7.0,3.0,6.0,,,1
12.0,1.0,1.0,1.0,,,1
72.0,7.0,1.0,7.0,,,1
23.0,1.0,1.0,1.0,,,1
140.0,18.0,10.0,18.0,,,1
162.0,17.0,12.0,16.0,,,1
33.0,1.0,1.0,1.0,,,1
82.0,13.0,4.0,12.0,,,1
73.0,10.0,7.0,9.0,,,1
109.0,18.0,14.0,15.0,,,1
61.0,5.0,1.0,2.0,,,1
153.0,27.0,15.0,18.0,,,1
33.0,1.0,1.0,1.0,,,1
10.0,1.0,1.0,1.0,,,1
81.0,4.0,1.0,4.0,,,1
97.0,11.0,8.0,8.0,,,1
3.0,1.0,1.0,1.0,,,1
75.0,9.0,6.0,9.0,,,1
98.0,17.0,3.0,15.0,,,1
119.0,14.0,12.0,13.0,,,1
35.0,5.0,5.0,5.0,,,1
116.0,12.0,6.0,12.0,,,1
205.0,26.0,16.0,19.0,,,1
5.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
16.0,3.0,3.0,2.0,,,0
16.0,3.0,3.0,2.0,,,0
16.0,3.0,3.0,2.0,,,0
16.0,1.0,1.0,1.0,,,0
35.0,6.0,5.0,6.0,,,0
14.0,2.0,1.0,2.0,,,0
40.0,4.0,1.0,4.0,,,0
38.0,4.0,3.0,4.0,,,0
26.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
21.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
25.0,3.0,1.0,3.0,,,0
56.0,10.0,9.0,10.0,,,0
59.0,5.0,1.0,4.0,,,0
120.0,12.0,5.0,11.0,,,0
23.0,3.0,1.0,3.0,,,0
23.0,3.0,1.0,3.0,,,0
22.0,3.0,1.0,3.0,,,0
31.0,2.0,1.0,2.0,,,0
13.0,1.0,1.0,1.0,,,0
17.0,1.0,1.0,1.0,,,0
32.0,4.0,1.0,4.0,,,0
17.0,1.0,1.0,1.0,,,0
74.0,7.0,1.0,6.0,,,0
23.0,3.0,1.0,3.0,,,0
20.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
30.0,2.0,1.0,2.0,,,0
38.0,6.0,3.0,6.0,,,0
55.0,5.0,1.0,5.0,,,0
24.0,3.0,1.0,3.0,,,0
36.0,9.0,9.0,9.0,,,0
210.0,25.0,11.0,25.0,,,0
7.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
23.0,2.0,1.0,2.0,,,0
9.0,1.0,1.0,1.0,,,0
34.0,5.0,3.0,5.0,,,0
9.0,1.0,1.0,1.0,,,0
63.0,11.0,5.0,11.0,,,0
7.0,1.0,1.0,1.0,,,0
28.0,2.0,1.0,2.0,,,0
14.0,1.0,1.0,1.0,,,0
29.0,4.0,1.0,4.0,,,0
41.0,8.0,5.0,8.0,,,0
18.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
2.0,1.0,1.0,1.0,,,0
43.0,5.0,1.0,5.0,,,0
2.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
3.0,1.0,1.0,1.0,,,0
39.0,2.0,1.0,2.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
2.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
20.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
24.0,1.0,1.0,1.0,,,0
19.0,3.0,3.0,3.0,,,0
17.0,1.0,1.0,1.0,,,0
63.0,9.0,8.0,9.0,,,0
6.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
87.0,9.0,1.0,9.0,,,0
51.0,6.0,1.0,6.0,,,0
88.0,14.0,10.0,9.0,,,0
59.0,6.0,1.0,6.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
56.0,7.0,3.0,7.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
1.0,1.0,1.0,1.0,,,0
