Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,Language,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.01,1.5,24.38,10.84,0.67,0,3,0,7.0,1.35,16.25,0,1.0,1.0,5.0,1.0,1,1.0,0,0,5.0,2.0,3.0,2.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.0,0.0,0.0,0.0,0.0,0,1,0,1.0,0.0,0.0,1,1.0,1.0,3.0,1.0,2,1.0,0,0,1.0,0.0,1.0,0.0
0.45,22.0,29999.94,61.98,0.05,10,67,4,258.0,1666.66,1363.63,0,1.0,5.0,83.0,5.0,1,9.0,0,0,170.0,88.0,13.0,26.0
0.03,6.0,515.71,14.33,0.17,0,11,0,22.0,28.65,85.95,0,1.0,1.0,11.0,1.0,3,1.0,0,1,14.0,8.0,9.0,6.0
0.01,2.0,54.0,13.5,0.5,0,2,0,9.0,3.0,27.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,5.0,4.0,4.0,4.0
0.12,10.5,3727.5,33.81,0.1,2,14,0,71.0,207.08,355.0,0,1.0,2.0,18.0,3.0,1,5.0,0,0,44.0,27.0,14.0,18.0
0.09,11.54,3000.65,22.54,0.09,5,12,5,56.0,166.7,260.06,0,6.0,2.0,24.0,6.0,1,11.0,0,0,31.0,25.0,12.0,13.0
0.02,3.75,174.4,12.4,0.27,1,5,0,14.0,9.69,46.51,0,1.0,1.0,8.0,1.0,1,1.0,0,0,9.0,5.0,6.0,4.0
0.02,6.13,423.78,11.3,0.16,1,10,0,20.0,23.54,69.19,0,1.0,1.0,14.0,3.0,1,4.0,0,0,13.0,7.0,7.0,4.0
0.12,8.11,3004.05,45.57,0.12,0,22,0,74.0,166.89,370.0,0,1.0,3.0,22.0,3.0,3,5.0,0,15,43.0,31.0,11.0,21.0
1.45,48.85,212008.39,88.86,0.02,0,115,2,595.0,11778.24,4340.3,0,1.0,37.0,119.0,37.0,1,38.0,0,0,336.0,259.0,43.0,114.0
0.05,5.2,737.24,27.26,0.19,0,8,0,34.0,40.96,141.78,1,1.0,1.0,12.0,1.0,2,1.0,0,0,21.0,13.0,8.0,10.0
0.07,8.8,1798.07,23.22,0.11,1,21,0,49.0,99.89,204.33,0,1.0,4.0,24.0,4.0,1,7.0,0,0,27.0,22.0,8.0,10.0
0.03,6.29,638.5,16.16,0.16,0,5,0,26.0,35.47,101.58,0,1.0,1.0,7.0,1.0,1,1.0,0,0,15.0,11.0,8.0,7.0
0.68,26.47,54152.01,77.31,0.04,21,98,19,345.0,3008.45,2046.1,1,1.0,6.0,143.0,17.0,2,33.0,0,3,208.0,137.0,17.0,44.0
0.1,19.5,6086.45,16.01,0.05,4,19,0,69.0,338.14,312.13,0,4.0,1.0,25.0,6.0,1,11.0,0,0,39.0,30.0,13.0,10.0
0.02,3.0,159.45,17.72,0.33,0,10,0,16.0,8.86,53.15,0,1.0,2.0,12.0,2.0,1,3.0,0,0,10.0,6.0,5.0,5.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,2.0,21.0,5.0,1,9.0,0,0,0.0,0.0,0.0,0.0
0.06,8.8,1584.75,20.46,0.11,0,13,0,41.0,88.04,180.09,1,1.0,2.0,15.0,2.0,2,3.0,0,0,25.0,16.0,11.0,10.0
0.01,2.0,39.3,9.83,0.5,0,2,0,7.0,2.18,19.65,0,1.0,1.0,4.0,1.0,1,1.0,0,0,4.0,3.0,4.0,3.0
0.02,3.0,149.49,16.61,0.33,0,3,0,15.0,8.3,49.83,0,1.0,1.0,5.0,1.0,1,1.0,0,0,9.0,6.0,5.0,5.0
0.86,51.8,133399.56,49.72,0.02,7,120,9,454.0,7411.09,2575.28,0,1.0,14.0,139.0,14.0,1,27.0,0,0,306.0,148.0,21.0,30.0
0.51,17.4,26406.88,87.22,0.06,0,31,27,252.0,1467.05,1517.64,0,1.0,1.0,31.0,3.0,3,5.0,0,11,136.0,116.0,15.0,50.0
0.03,7.2,548.26,10.58,0.14,0,5,0,20.0,30.46,76.15,0,1.0,1.0,5.0,2.0,1,3.0,0,0,12.0,8.0,9.0,5.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,13.0,1.0,1,1.0,0,0,0.0,0.0,0.0,0.0
0.1,11.25,3440.82,27.19,0.09,3,12,0,72.0,191.16,305.85,0,1.0,1.0,17.0,1.0,1,1.0,0,0,47.0,25.0,9.0,10.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.02,3.0,150.57,16.73,0.33,0,2,0,14.0,8.36,50.19,0,1.0,1.0,4.0,1.0,1,1.0,0,0,8.0,6.0,6.0,6.0
0.01,2.5,79.25,12.68,0.4,0,2,0,10.0,4.4,31.7,0,1.0,1.0,4.0,1.0,1,1.0,0,0,6.0,4.0,5.0,4.0
0.03,4.0,332.19,20.76,0.25,1,5,0,25.0,18.46,83.05,0,1.0,1.0,9.0,1.0,1,1.0,0,0,13.0,12.0,4.0,6.0
0.05,5.23,850.08,31.07,0.19,2,12,0,37.0,47.23,162.52,0,1.0,2.0,16.0,2.0,1,3.0,0,0,20.0,17.0,8.0,13.0
0.22,37.13,24431.28,17.73,0.03,4,16,0,161.0,1357.29,658.08,0,4.0,1.0,22.0,8.0,1,15.0,0,0,111.0,66.0,12.0,8.0
0.05,18.0,2927.29,9.03,0.06,3,13,0,39.0,162.63,162.63,0,3.0,2.0,18.0,4.0,1,7.0,0,0,21.0,18.0,12.0,6.0
0.04,3.25,379.46,35.93,0.31,0,4,0,28.0,21.08,116.76,0,1.0,1.0,6.0,1.0,1,1.0,0,0,15.0,13.0,6.0,12.0
0.49,15.69,23101.5,93.81,0.06,14,0,7,241.0,1283.42,1472.15,0,1.0,2.0,41.0,2.0,0,3.0,0,0,145.0,96.0,17.0,52.0
0.01,3.0,58.95,6.55,0.33,0,3,0,7.0,3.28,19.65,0,1.0,1.0,6.0,1.0,1,1.0,0,0,6.0,1.0,6.0,1.0
0.01,2.5,90.0,14.4,0.4,0,3,0,12.0,5.0,36.0,1,1.0,1.0,6.0,1.0,2,1.0,0,0,7.0,5.0,4.0,4.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,2,1.0,0,0,0.0,0.0,0.0,0.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,2.0,3.0,2.0
0.41,52.71,65403.83,23.54,0.02,2,65,1,246.0,3633.55,1240.92,0,5.0,8.0,70.0,9.0,1,17.0,0,0,134.0,112.0,16.0,17.0
0.03,6.19,632.28,16.52,0.16,2,0,2,25.0,35.13,102.19,0,1.0,2.0,7.0,2.0,0,3.0,0,0,14.0,11.0,9.0,8.0
0.17,15.05,7580.07,33.47,0.07,4,33,1,99.0,421.11,503.66,0,1.0,5.0,40.0,5.0,1,9.0,0,0,56.0,43.0,14.0,20.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,3.0,27.0,3.0,1,5.0,0,0,0.0,0.0,0.0,0.0
0.14,11.38,4697.06,36.3,0.09,6,26,1,85.0,260.95,412.93,1,5.0,6.0,35.0,6.0,2,11.0,0,0,57.0,28.0,13.0,16.0
0.08,12.73,3074.62,18.98,0.08,1,21,1,55.0,170.81,241.58,0,1.0,4.0,25.0,4.0,1,7.0,0,0,27.0,28.0,10.0,11.0
0.0,1.5,17.41,7.74,0.67,1,3,0,5.0,0.97,11.61,1,1.0,1.0,6.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
0.08,13.71,3432.02,18.25,0.07,4,16,21,51.0,190.67,250.25,0,1.0,2.0,47.0,2.0,1,3.0,0,0,27.0,24.0,16.0,14.0
0.3,40.0,35670.21,22.29,0.03,9,30,0,180.0,1981.68,891.76,0,4.0,5.0,41.0,10.0,1,19.0,0,0,113.0,75.0,16.0,15.0
0.19,20.7,11840.9,27.63,0.05,4,27,0,109.0,657.83,572.02,0,1.0,2.0,33.0,5.0,1,9.0,0,0,63.0,46.0,18.0,20.0
0.54,44.47,71639.66,36.22,0.02,10,51,11,275.0,3979.98,1610.94,0,6.0,5.0,72.0,8.0,1,15.0,0,0,149.0,126.0,24.0,34.0
0.0,1.0,4.75,4.75,1.0,0,0,0,3.0,0.26,4.75,1,1.0,1.0,2.0,1.0,2,1.0,0,0,2.0,1.0,2.0,1.0
0.03,2.67,246.7,34.69,0.38,0,0,0,25.0,13.71,92.51,0,1.0,1.0,12.0,1.0,0,1.0,0,0,13.0,12.0,4.0,9.0
0.05,2.13,330.63,73.22,0.47,3,7,3,36.0,18.37,155.59,0,1.0,1.0,15.0,1.0,1,1.0,0,0,19.0,17.0,4.0,16.0
0.05,6.25,860.05,22.02,0.16,0,4,0,33.0,47.78,137.61,0,1.0,1.0,4.0,1.0,3,1.0,0,0,23.0,10.0,10.0,8.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,1.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.01,2.0,54.0,13.5,0.5,0,3,0,9.0,3.0,27.0,0,1.0,1.0,6.0,1.0,1,1.0,0,0,5.0,4.0,4.0,4.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,42.0,32.0,145.0,42.0,1,83.0,0,0,0.0,0.0,0.0,0.0
0.16,10.42,5062.36,46.62,0.1,1,29,0,99.0,281.24,485.78,1,1.0,3.0,34.0,3.0,2,5.0,0,0,63.0,36.0,11.0,19.0
0.04,6.67,720.0,16.2,0.15,3,12,0,27.0,40.0,108.0,1,1.0,2.0,17.0,2.0,2,3.0,0,0,19.0,8.0,10.0,6.0
0.71,40.62,86204.29,52.26,0.02,24,39,12,344.0,4789.13,2122.45,0,7.0,4.0,77.0,11.0,1,21.0,0,0,248.0,96.0,33.0,39.0
0.07,12.0,2672.31,18.56,0.08,1,12,0,57.0,148.46,222.69,0,1.0,2.0,15.0,2.0,1,3.0,0,0,36.0,21.0,8.0,7.0
1.26,42.69,161178.36,88.43,0.02,4,126,60,560.0,8954.35,3775.22,0,23.0,13.0,130.0,31.0,3,61.0,0,32,307.0,253.0,27.0,80.0
0.05,7.0,1154.99,23.57,0.14,2,8,0,37.0,64.17,165.0,0,1.0,2.0,13.0,2.0,1,3.0,0,0,23.0,14.0,11.0,11.0
0.01,2.0,31.02,7.75,0.5,0,2,0,6.0,1.72,15.51,0,1.0,1.0,4.0,1.0,1,1.0,0,0,4.0,2.0,4.0,2.0
0.15,11.79,5411.84,38.94,0.08,3,15,0,91.0,300.66,459.04,0,1.0,2.0,20.0,3.0,1,5.0,0,0,59.0,32.0,14.0,19.0
0.03,4.38,393.13,20.54,0.23,1,5,1,23.0,21.84,89.86,0,1.0,1.0,9.0,1.0,1,1.0,0,0,13.0,10.0,7.0,8.0
0.02,10.0,542.84,5.43,0.1,0,5,0,21.0,30.16,54.28,0,1.0,1.0,7.0,1.0,1,1.0,0,0,17.0,4.0,5.0,1.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,5.0,7.0,124.0,12.0,1,23.0,0,0,0.0,0.0,0.0,0.0
0.23,22.67,15459.98,30.09,0.04,1,24,0,139.0,858.89,682.06,0,1.0,5.0,27.0,9.0,1,17.0,0,0,71.0,68.0,12.0,18.0
0.08,8.4,1997.05,28.3,0.12,2,18,0,50.0,110.95,237.74,0,1.0,2.0,22.0,4.0,1,7.0,0,0,29.0,21.0,12.0,15.0
0.09,21.0,5851.26,13.27,0.05,0,16,0,60.0,325.07,278.63,0,1.0,1.0,16.0,4.0,3,7.0,0,1,32.0,28.0,15.0,10.0
0.02,1.5,90.34,40.15,0.67,0,8,0,19.0,5.02,60.23,0,1.0,1.0,8.0,1.0,3,1.0,0,1,13.0,6.0,3.0,6.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,4.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.11,17.31,5487.73,18.32,0.06,3,16,0,64.0,304.87,317.07,0,4.0,2.0,21.0,5.0,1,9.0,0,0,39.0,25.0,18.0,13.0
0.12,12.5,4451.53,28.49,0.08,3,17,0,70.0,247.31,356.12,0,1.0,3.0,22.0,5.0,1,7.0,0,0,45.0,25.0,17.0,17.0
0.08,10.29,2437.44,23.01,0.1,3,15,0,51.0,135.41,236.84,0,1.0,3.0,20.0,3.0,1,5.0,0,0,32.0,19.0,13.0,12.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.28,17.64,14917.52,47.94,0.06,2,32,0,160.0,828.75,845.66,0,14.0,13.0,37.0,14.0,1,27.0,0,1,97.0,63.0,14.0,25.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,13.0,11.0,19.0,13.0,1,25.0,0,0,0.0,0.0,0.0,0.0
0.03,6.67,634.56,14.28,0.15,1,10,0,25.0,35.25,95.18,1,1.0,2.0,15.0,2.0,2,3.0,0,0,15.0,10.0,8.0,6.0
0.28,25.74,21902.71,33.06,0.04,0,36,3,161.0,1216.82,850.95,0,1.0,7.0,36.0,7.0,3,13.0,0,4,87.0,74.0,16.0,23.0
0.21,23.47,14560.94,26.43,0.04,4,1,10,120.0,808.94,620.39,0,4.0,2.0,17.0,5.0,0,9.0,0,0,78.0,42.0,19.0,17.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.9,25.94,70068.25,104.15,0.04,19,90,10,404.0,3892.68,2701.35,0,8.0,5.0,120.0,13.0,1,25.0,0,1,213.0,191.0,22.0,81.0
0.04,12.0,1594.01,11.07,0.08,2,17,1,34.0,88.56,132.83,0,3.0,1.0,23.0,3.0,1,5.0,0,0,22.0,12.0,10.0,5.0
0.95,30.59,86738.77,92.71,0.03,7,80,1,439.0,4818.82,2835.69,0,7.0,8.0,90.0,9.0,1,17.0,0,0,232.0,208.0,20.0,68.0
0.07,10.2,2137.85,20.55,0.1,2,13,8,47.0,118.77,209.59,0,5.0,4.0,23.0,5.0,1,9.0,0,0,30.0,17.0,12.0,10.0
0.06,7.78,1387.66,22.94,0.13,2,11,0,42.0,77.09,178.41,1,1.0,3.0,15.0,3.0,2,5.0,0,0,28.0,14.0,10.0,9.0
0.04,3.33,368.04,33.12,0.3,0,0,0,29.0,20.45,110.41,0,1.0,1.0,12.0,1.0,0,1.0,0,0,17.0,12.0,5.0,9.0
0.14,18.0,7595.87,23.44,0.06,1,12,4,86.0,421.99,421.99,0,4.0,4.0,19.0,6.0,1,11.0,0,0,50.0,36.0,15.0,15.0
0.05,14.08,1974.22,9.95,0.07,2,10,0,33.0,109.68,140.18,0,4.0,1.0,14.0,4.0,1,7.0,0,0,20.0,13.0,13.0,6.0
0.01,2.0,31.02,7.75,0.5,0,0,0,6.0,1.72,15.51,0,1.0,1.0,6.0,1.0,0,1.0,0,0,4.0,2.0,4.0,2.0
0.02,2.92,161.44,18.98,0.34,2,4,0,16.0,8.97,55.35,0,1.0,1.0,8.0,1.0,1,1.0,0,0,9.0,7.0,5.0,6.0
0.04,5.32,689.54,24.38,0.19,1,6,1,30.0,38.31,129.66,0,1.0,2.0,11.0,2.0,1,3.0,0,0,17.0,13.0,9.0,11.0
0.15,11.39,5201.29,40.1,0.09,2,16,0,95.0,288.96,456.7,0,1.0,3.0,20.0,3.0,1,5.0,0,0,54.0,41.0,10.0,18.0
0.04,3.11,333.86,34.49,0.32,3,7,0,29.0,18.55,107.31,0,1.0,1.0,12.0,1.0,1,1.0,0,0,15.0,14.0,4.0,9.0
0.03,3.57,281.68,22.08,0.28,0,6,0,22.0,15.65,78.87,0,1.0,1.0,8.0,1.0,1,1.0,0,0,12.0,10.0,5.0,7.0
0.19,13.72,7904.21,41.99,0.07,5,22,10,109.0,439.12,576.11,0,1.0,2.0,40.0,2.0,1,3.0,0,0,60.0,49.0,14.0,25.0
0.14,35.56,15025.45,11.89,0.03,3,13,0,91.0,834.75,422.59,0,1.0,1.0,16.0,1.0,3,5.0,0,0,51.0,40.0,16.0,9.0
0.0,1.5,17.41,7.74,0.67,0,0,0,5.0,0.97,11.61,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
0.03,4.5,367.87,18.17,0.22,2,4,0,20.0,20.44,81.75,0,3.0,2.0,8.0,3.0,1,5.0,0,0,12.0,8.0,9.0,8.0
0.2,26.6,16239.18,22.95,0.04,6,33,5,120.0,902.18,610.5,0,4.0,2.0,47.0,6.0,1,11.0,0,0,78.0,42.0,19.0,15.0
0.15,10.67,4917.61,43.17,0.09,0,26,18,86.0,273.2,460.75,0,1.0,5.0,26.0,5.0,3,9.0,0,14,49.0,37.0,15.0,26.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,13.0,13.0,14.0,13.0,1,25.0,0,0,0.0,0.0,0.0,0.0
0.02,8.1,585.95,8.93,0.12,1,7,0,19.0,32.54,72.34,0,1.0,2.0,10.0,2.0,1,3.0,0,0,10.0,9.0,9.0,5.0
0.01,2.67,82.35,11.58,0.38,3,0,0,11.0,4.57,30.88,0,1.0,1.0,8.0,1.0,0,1.0,0,0,7.0,4.0,4.0,3.0
0.0,1.5,17.41,7.74,0.67,0,0,0,5.0,0.97,11.61,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
1.07,33.04,106264.81,97.32,0.03,1,107,35,464.0,5903.6,3215.86,0,5.0,17.0,108.0,22.0,3,39.0,0,43,270.0,194.0,31.0,91.0
0.26,32.45,25372.2,24.1,0.03,7,24,6,145.0,1409.57,781.89,0,1.0,6.0,39.0,6.0,1,11.0,0,0,86.0,59.0,22.0,20.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.33,29.57,29690.28,33.95,0.03,1,43,55,177.0,1649.46,1004.02,0,3.0,3.0,44.0,8.0,3,15.0,0,17,105.0,72.0,23.0,28.0
0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,2,1.0,0,0,1.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,82.0,82.0,59.0,82.0,1,163.0,0,0,0.0,0.0,0.0,0.0
0.04,9.75,1264.16,13.3,0.1,1,7,0,30.0,70.23,129.66,0,1.0,2.0,10.0,2.0,1,3.0,0,0,17.0,13.0,12.0,8.0
0.01,3.5,157.4,12.85,0.29,0,0,0,13.0,8.74,44.97,0,1.0,1.0,6.0,1.0,0,1.0,0,0,9.0,4.0,7.0,4.0
0.03,4.28,444.89,24.31,0.23,2,4,0,26.0,24.72,104.0,0,1.0,2.0,8.0,2.0,1,3.0,0,0,15.0,11.0,7.0,9.0
0.03,7.88,611.96,9.87,0.13,1,8,0,21.0,34.0,77.71,1,1.0,2.0,11.0,2.0,2,3.0,0,0,14.0,7.0,9.0,4.0
0.07,14.0,2913.17,14.86,0.07,1,15,0,46.0,161.84,208.08,0,4.0,1.0,18.0,4.0,1,7.0,0,0,28.0,18.0,14.0,9.0
0.02,9.33,651.1,7.47,0.11,3,8,0,21.0,36.17,69.76,0,1.0,1.0,13.0,2.0,1,3.0,0,0,13.0,8.0,7.0,3.0
0.1,8.8,2605.92,33.65,0.11,2,19,1,63.0,144.77,296.13,1,1.0,2.0,26.0,2.0,2,3.0,0,0,39.0,24.0,11.0,15.0
0.02,5.25,244.16,8.86,0.19,1,6,0,14.0,13.56,46.51,0,1.0,2.0,9.0,2.0,1,3.0,0,0,7.0,7.0,6.0,4.0
0.0,1.5,12.0,5.33,0.67,0,2,0,4.0,0.67,8.0,0,1.0,1.0,4.0,1.0,1,1.0,0,0,3.0,1.0,3.0,1.0
0.15,5.34,2412.57,84.58,0.19,0,28,1,95.0,134.03,451.71,0,1.0,1.0,31.0,1.0,1,1.0,0,0,48.0,47.0,5.0,22.0
0.03,6.0,578.02,16.05,0.17,3,9,0,29.0,32.11,96.34,0,1.0,1.0,14.0,1.0,1,1.0,0,0,17.0,12.0,5.0,5.0
0.07,9.0,1819.07,22.46,0.11,1,8,0,43.0,101.06,202.12,0,1.0,2.0,11.0,2.0,1,3.0,0,0,22.0,21.0,12.0,14.0
0.02,4.5,263.72,13.02,0.22,1,3,0,15.0,14.65,58.6,0,3.0,2.0,6.0,3.0,1,5.0,0,0,9.0,6.0,9.0,6.0
0.43,25.26,32401.84,50.79,0.04,17,19,53,219.0,1800.1,1282.9,0,9.0,1.0,50.0,15.0,0,29.0,0,0,130.0,89.0,21.0,37.0
0.13,13.87,5520.8,28.7,0.07,2,21,0,77.0,306.71,398.08,0,6.0,6.0,25.0,6.0,1,11.0,0,0,46.0,31.0,17.0,19.0
0.1,13.54,4077.71,22.25,0.07,4,24,1,62.0,226.54,301.19,0,1.0,4.0,32.0,4.0,1,7.0,0,0,40.0,22.0,16.0,13.0
0.13,17.57,6675.33,21.63,0.06,6,16,2,76.0,370.85,380.0,0,3.0,1.0,29.0,3.0,1,5.0,0,0,45.0,31.0,17.0,15.0
0.18,27.0,14855.28,20.38,0.04,7,25,0,120.0,825.29,550.2,0,1.0,2.0,34.0,4.0,1,7.0,0,0,75.0,61.0,13.0,13.0
0.22,15.17,10113.29,43.97,0.07,9,50,1,128.0,561.85,666.81,0,1.0,5.0,62.0,10.0,1,19.0,0,0,72.0,56.0,13.0,24.0
0.01,2.5,79.25,12.68,0.4,0,2,0,10.0,4.4,31.7,0,1.0,1.0,4.0,1.0,1,1.0,0,0,6.0,4.0,5.0,4.0
0.18,13.94,7516.89,38.68,0.07,0,22,0,100.0,417.61,539.23,0,5.0,4.0,22.0,5.0,3,9.0,0,12,59.0,41.0,17.0,25.0
0.42,25.15,31688.88,50.11,0.04,3,54,4,220.0,1760.49,1260.14,0,5.0,4.0,64.0,6.0,1,11.0,0,0,130.0,90.0,19.0,34.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,6.0,1.0,38.0,9.0,1,17.0,0,0,0.0,0.0,0.0,0.0
0.05,8.67,1236.75,16.47,0.12,2,10,1,32.0,68.71,142.7,0,3.0,2.0,15.0,4.0,1,7.0,0,0,20.0,12.0,13.0,9.0
0.0,1.5,17.41,7.74,0.67,0,0,0,5.0,0.97,11.61,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,2.0,3.0,2.0
0.54,24.03,38670.93,66.98,0.04,14,57,7,260.0,2148.38,1609.35,0,7.0,12.0,81.0,21.0,1,41.0,0,1,141.0,119.0,21.0,52.0
0.03,12.1,1161.6,7.93,0.08,2,8,0,24.0,64.53,96.0,0,1.0,1.0,12.0,2.0,1,3.0,0,0,13.0,11.0,11.0,5.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,26.0,27.0,80.0,28.0,1,55.0,0,0,0.0,0.0,0.0,0.0
0.0,1.5,12.0,5.33,0.67,0,0,0,4.0,0.67,8.0,1,1.0,1.0,2.0,1.0,2,1.0,0,0,3.0,1.0,3.0,1.0
0.05,13.0,1843.11,10.91,0.08,2,11,1,34.0,102.39,141.78,0,4.0,1.0,17.0,4.0,1,7.0,0,0,21.0,13.0,12.0,6.0
0.03,3.33,286.51,25.79,0.3,2,5,2,22.0,15.92,85.95,0,1.0,1.0,11.0,1.0,1,1.0,0,0,12.0,10.0,6.0,9.0
0.5,27.97,41561.39,53.12,0.04,6,67,1,257.0,2308.97,1485.81,0,1.0,4.0,78.0,5.0,1,9.0,0,1,151.0,106.0,19.0,36.0
0.05,4.36,642.1,33.72,0.23,3,11,8,36.0,35.67,147.15,0,1.0,1.0,24.0,1.0,1,1.0,0,0,20.0,16.0,6.0,11.0
0.19,18.13,10080.24,30.65,0.06,0,35,0,99.0,560.01,555.86,0,1.0,5.0,35.0,6.0,1,7.0,0,0,58.0,41.0,23.0,26.0
0.11,12.83,4403.53,26.74,0.08,1,15,0,73.0,244.64,343.13,0,1.0,5.0,18.0,5.0,1,9.0,0,0,38.0,35.0,11.0,15.0
0.03,6.0,515.71,14.33,0.17,0,10,0,22.0,28.65,85.95,0,1.0,1.0,10.0,1.0,3,1.0,0,1,14.0,8.0,9.0,6.0
0.04,8.25,1016.32,14.93,0.12,1,10,0,29.0,56.46,123.19,0,3.0,2.0,13.0,3.0,1,5.0,0,0,17.0,12.0,11.0,8.0
0.63,12.53,23738.4,151.16,0.08,10,75,8,289.0,1318.8,1894.28,0,1.0,8.0,93.0,8.0,1,15.0,0,0,157.0,132.0,15.0,79.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,15.0,2.0,1,3.0,0,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,20.0,4.0,1,7.0,0,0,0.0,0.0,0.0,0.0
0.12,9.0,3105.0,38.33,0.11,1,18,0,69.0,172.5,345.0,0,1.0,3.0,21.0,3.0,1,5.0,0,0,39.0,30.0,12.0,20.0
0.05,11.67,1815.21,13.34,0.09,1,6,0,36.0,100.84,155.59,0,3.0,2.0,9.0,4.0,1,7.0,0,0,26.0,10.0,14.0,6.0
0.05,10.83,1473.33,12.55,0.09,1,6,0,34.0,81.85,136.0,0,1.0,1.0,10.0,1.0,1,1.0,0,0,21.0,13.0,10.0,6.0
0.09,12.0,3081.09,21.4,0.08,1,11,3,56.0,171.17,256.76,0,1.0,1.0,12.0,3.0,3,5.0,0,4,32.0,24.0,12.0,12.0
0.11,9.75,3187.28,33.53,0.1,4,10,1,68.0,177.07,326.9,0,1.0,1.0,17.0,1.0,1,1.0,0,0,42.0,26.0,12.0,16.0
0.16,11.4,5529.0,42.54,0.09,3,38,0,97.0,307.17,485.0,1,1.0,4.0,46.0,4.0,2,7.0,0,0,59.0,38.0,12.0,20.0
0.36,29.45,32187.18,37.1,0.03,16,3,8,185.0,1788.18,1092.77,0,5.0,4.0,22.0,6.0,0,11.0,0,0,113.0,72.0,27.0,33.0
0.17,15.58,7948.87,32.72,0.06,1,23,0,105.0,441.6,510.09,0,1.0,6.0,26.0,6.0,1,11.0,0,0,54.0,51.0,11.0,18.0
1.27,66.7,254177.14,57.13,0.01,56,128,2,626.0,14120.95,3810.75,0,25.0,19.0,193.0,25.0,1,49.0,0,3,365.0,261.0,23.0,45.0
0.06,15.0,2501.96,11.12,0.07,4,9,0,40.0,139.0,166.8,0,3.0,1.0,15.0,3.0,1,5.0,0,0,25.0,15.0,12.0,6.0
0.02,6.0,445.39,12.37,0.17,0,7,0,19.0,24.74,74.23,0,1.0,1.0,7.0,1.0,3,1.0,0,2,11.0,8.0,9.0,6.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,4.0,2.0,37.0,7.0,1,13.0,0,0,0.0,0.0,0.0,0.0
