Halstead_v,McCabe_loc,Halstead_i,Halstead_e,Halstead_t,total_Opnd,uniq_Opnd,total_Op,Halstead_d,Halstead_n,defects
426.4,22.0,38.76,4690.42,260.57,44.0,16.0,49.0,11.0,93.0,0
160.18,14.0,35.6,720.82,40.05,18.0,10.0,23.0,4.5,41.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
79.95,6.0,28.78,222.1,12.34,10.0,9.0,11.0,2.78,21.0,0
75.28,14.0,23.42,241.98,13.44,9.0,7.0,12.0,3.21,21.0,0
278.63,30.0,19.9,3900.84,216.71,22.0,11.0,38.0,14.0,60.0,0
56.47,7.0,5.65,564.73,31.37,5.0,2.0,12.0,10.0,17.0,0
36.0,6.0,6.0,216.0,12.0,4.0,2.0,8.0,6.0,12.0,0
56.47,7.0,5.65,564.73,31.37,5.0,2.0,12.0,10.0,17.0,0
36.0,6.0,6.0,216.0,12.0,4.0,2.0,8.0,6.0,12.0,0
49.83,13.0,16.61,149.49,8.3,4.0,4.0,11.0,3.0,15.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
27.0,6.0,10.8,67.5,3.75,3.0,3.0,6.0,2.5,9.0,0
22.46,8.0,8.98,56.15,3.12,2.0,2.0,6.0,2.5,8.0,0
111.01,14.0,19.93,618.5,34.36,13.0,7.0,17.0,5.57,30.0,0
1608.47,60.0,61.43,42118.91,2339.94,141.0,35.0,147.0,26.19,288.0,0
505.33,25.0,33.32,7664.14,425.79,42.0,18.0,60.0,15.17,102.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
43.19,6.0,17.27,107.96,6.0,5.0,5.0,8.0,2.5,13.0,0
201.74,8.0,31.38,1296.89,72.05,18.0,14.0,26.0,6.43,44.0,0
633.29,50.0,39.44,10167.89,564.88,51.0,27.0,65.0,16.05,116.0,0
20.68,6.0,13.79,31.02,1.72,3.0,3.0,5.0,1.5,8.0,0
202.12,11.0,22.46,1819.07,101.06,21.0,14.0,22.0,9.0,43.0,0
133.22,15.0,17.57,1010.22,56.12,13.0,6.0,23.0,7.58,36.0,0
262.33,11.0,29.73,2314.69,128.59,25.0,17.0,29.0,8.82,54.0,0
46.51,6.0,23.25,93.01,5.17,6.0,6.0,8.0,2.0,14.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
13.93,4.0,3.48,55.73,3.1,2.0,1.0,4.0,4.0,6.0,0
13.93,4.0,3.48,55.73,3.1,2.0,1.0,4.0,4.0,6.0,0
336.89,24.0,24.78,4579.54,254.42,29.0,16.0,39.0,13.59,68.0,0
82.45,12.0,23.09,294.48,16.36,10.0,7.0,13.0,3.57,23.0,0
66.61,11.0,19.03,233.13,12.95,6.0,6.0,12.0,3.5,18.0,0
92.51,13.0,26.91,318.01,17.67,11.0,8.0,14.0,3.44,25.0,0
27.0,7.0,10.8,67.5,3.75,3.0,3.0,6.0,2.5,9.0,0
326.9,17.0,33.53,3187.28,177.07,26.0,16.0,42.0,9.75,68.0,0
53.15,16.0,17.72,159.45,8.86,6.0,5.0,10.0,3.0,16.0,0
291.89,18.0,22.11,3853.01,214.06,33.0,10.0,37.0,13.2,70.0,0
121.11,26.0,30.28,484.45,26.91,12.0,9.0,19.0,4.0,31.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
27.0,6.0,10.8,67.5,3.75,3.0,3.0,6.0,2.5,9.0,0
385.0,20.0,29.09,5095.59,283.09,30.0,17.0,47.0,13.24,77.0,0
100.32,11.0,18.52,543.42,30.19,13.0,6.0,16.0,5.42,29.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
167.18,13.0,26.4,1058.8,58.82,19.0,15.0,17.0,6.33,36.0,0
62.27,11.0,21.35,181.62,10.09,7.0,6.0,11.0,2.92,18.0,0
74.01,14.0,29.6,185.02,10.28,8.0,8.0,12.0,2.5,20.0,0
9668.34,314.0,64.48,1449530.13,80529.45,574.0,67.0,875.0,149.93,1449.0,0
46.51,15.0,23.25,93.01,5.17,6.0,6.0,8.0,2.0,14.0,0
597.25,46.0,32.89,10845.53,602.53,47.0,22.0,66.0,18.16,113.0,0
38.04,7.0,12.17,118.87,6.6,5.0,4.0,7.0,3.12,12.0,0
0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
5344.49,306.0,62.06,460231.48,25568.42,326.0,53.0,517.0,86.11,843.0,0
121.11,10.0,21.29,688.83,38.27,13.0,8.0,18.0,5.69,31.0,0
932.69,65.0,44.49,19554.3,1086.35,64.0,29.0,103.0,20.97,167.0,0
317.07,22.0,30.75,3269.77,181.65,22.0,16.0,42.0,10.31,64.0,0
286.73,20.0,31.28,2628.33,146.02,25.0,15.0,36.0,9.17,61.0,0
675.88,42.0,29.88,15287.87,849.33,50.0,21.0,77.0,22.62,127.0,0
317.07,22.0,30.75,3269.77,181.65,22.0,16.0,42.0,10.31,64.0,0
695.61,42.0,33.02,14653.15,814.06,51.0,23.0,78.0,21.07,129.0,0
317.07,22.0,30.75,3269.77,181.65,22.0,16.0,42.0,10.31,64.0,0
927.62,65.0,42.72,20142.53,1119.03,64.0,28.0,103.0,21.71,167.0,0
317.07,22.0,30.75,3269.77,181.65,22.0,16.0,42.0,10.31,64.0,0
163.5,11.0,17.61,1518.2,84.34,13.0,7.0,27.0,9.29,40.0,0
249.73,17.0,28.54,2185.12,121.4,21.0,12.0,35.0,8.75,56.0,0
91.38,10.0,13.71,609.18,33.84,10.0,6.0,14.0,6.67,24.0,0
100.32,12.0,25.08,401.29,22.29,14.0,7.0,15.0,4.0,29.0,0
574.11,29.0,48.86,6745.75,374.76,47.0,20.0,70.0,11.75,117.0,0
93.77,10.0,25.57,343.81,19.1,11.0,9.0,13.0,3.67,24.0,0
55.51,7.0,13.88,222.03,12.33,5.0,5.0,10.0,4.0,15.0,0
197.98,13.0,17.47,2243.8,124.66,17.0,6.0,35.0,11.33,52.0,0
118.94,10.0,27.26,519.02,28.83,12.0,11.0,16.0,4.36,28.0,0
122.62,15.0,29.2,515.02,28.61,12.0,10.0,18.0,4.2,30.0,0
515.22,14.0,37.87,7009.75,389.43,47.0,19.0,58.0,13.61,105.0,0
283.63,32.0,25.78,3119.97,173.33,22.0,14.0,37.0,11.0,59.0,0
36.54,4.0,12.18,109.62,6.09,4.0,4.0,7.0,3.0,11.0,0
135.93,12.0,11.41,1619.88,89.99,11.0,6.0,21.0,11.92,32.0,0
291.48,33.0,29.9,2841.92,157.88,24.0,16.0,36.0,9.75,60.0,0
627.99,35.0,30.85,12784.03,710.22,45.0,21.0,77.0,20.36,118.0,0
62.27,7.0,21.35,181.62,10.09,7.0,6.0,11.0,2.92,18.0,0
257.83,19.0,27.93,2380.09,132.23,24.0,13.0,33.0,9.23,57.0,0
248.8,20.0,28.12,2200.89,122.27,23.0,13.0,32.0,8.85,55.0,0
257.83,18.0,27.93,2380.09,132.23,24.0,13.0,33.0,9.23,57.0,0
215.22,16.0,23.67,1956.58,108.7,20.0,11.0,29.0,9.09,49.0,0
702.96,32.0,32.79,15069.64,837.2,49.0,24.0,79.0,21.44,128.0,0
68.53,11.0,14.69,319.82,17.77,7.0,6.0,11.0,4.67,18.0,0
42.0,9.0,21.0,84.0,4.67,4.0,4.0,10.0,2.0,14.0,0
615.42,49.0,26.94,14058.41,781.02,43.0,16.0,79.0,22.84,122.0,0
730.0,51.0,19.04,27983.33,1554.63,46.0,12.0,100.0,38.33,146.0,0
1974.07,139.0,75.13,51867.69,2881.54,134.0,51.0,187.0,26.27,321.0,0
101.58,15.0,19.75,522.4,29.02,9.0,7.0,17.0,5.14,26.0,0
585.13,39.0,21.6,15847.16,880.4,50.0,12.0,76.0,27.08,126.0,0
0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
602.07,38.0,51.84,6991.76,388.43,48.0,31.0,61.0,11.61,109.0,0
0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
286.12,28.0,12.01,6819.25,378.85,26.0,6.0,44.0,23.83,70.0,0
1786.84,98.0,54.85,58209.83,3233.88,154.0,26.0,189.0,32.58,343.0,0
579.97,23.0,26.36,12759.36,708.85,44.0,17.0,70.0,22.0,114.0,0
280.0,15.0,14.0,5600.0,311.11,24.0,6.0,46.0,20.0,70.0,0
587.77,29.0,26.12,13224.78,734.71,50.0,20.0,62.0,22.5,112.0,0
1415.63,34.0,80.26,24968.83,1387.16,93.0,29.0,173.0,17.64,266.0,0
5636.36,89.0,275.77,115197.41,6399.86,301.0,81.0,563.0,20.44,864.0,0
1240.92,70.0,23.54,65403.83,3633.55,112.0,17.0,134.0,52.71,246.0,0
728.36,37.0,74.49,7121.72,395.65,66.0,27.0,76.0,9.78,142.0,0
1055.44,52.0,36.65,30396.61,1688.7,90.0,25.0,107.0,28.8,197.0,0
140.55,11.0,14.42,1370.4,76.13,12.0,8.0,20.0,9.75,32.0,0
98.1,10.0,11.89,809.32,44.96,9.0,6.0,15.0,8.25,24.0,0
95.18,11.0,34.27,264.4,14.69,10.0,9.0,15.0,2.78,25.0,0
2898.25,133.0,66.55,126218.59,7012.14,201.0,60.0,250.0,43.55,451.0,0
309.07,22.0,20.5,4659.79,258.88,28.0,13.0,37.0,15.08,65.0,0
350.0,23.0,30.09,4071.05,226.17,34.0,19.0,36.0,11.63,70.0,0
68.53,11.0,12.85,365.51,20.31,8.0,6.0,10.0,5.33,18.0,0
159.91,12.0,20.31,1259.28,69.96,21.0,8.0,21.0,7.88,42.0,0
46.51,9.0,8.86,244.16,13.56,7.0,4.0,7.0,5.25,14.0,0
34.87,6.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
233.64,17.0,38.94,1401.82,77.88,26.0,13.0,29.0,6.0,55.0,0
34.87,6.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
390.14,26.0,27.28,5578.95,309.94,39.0,15.0,44.0,14.3,83.0,0
106.2,10.0,26.55,424.79,23.6,11.0,11.0,14.0,4.0,25.0,0
27.0,7.0,10.8,67.5,3.75,3.0,3.0,6.0,2.5,9.0,0
39.0,8.0,21.67,70.2,3.9,6.0,5.0,7.0,1.8,13.0,0
77.71,8.0,14.8,407.97,22.67,9.0,6.0,12.0,5.25,21.0,0
128.93,11.0,17.36,957.75,53.21,13.0,7.0,20.0,7.43,33.0,0
120.93,18.0,30.23,483.71,26.87,10.0,10.0,19.0,4.0,29.0,0
85.11,11.0,22.07,328.28,18.24,9.0,7.0,14.0,3.86,23.0,0
596.06,57.0,85.55,4153.16,230.73,48.0,31.0,64.0,6.97,112.0,0
982.7,63.0,34.18,28252.56,1569.59,69.0,24.0,111.0,28.75,180.0,0
418.43,38.0,23.55,7435.18,413.07,33.0,13.0,55.0,17.77,88.0,0
110.36,11.0,15.45,788.3,43.79,10.0,7.0,17.0,7.14,27.0,0
74.01,8.0,37.0,148.02,8.22,9.0,9.0,11.0,2.0,20.0,0
459.83,33.0,29.03,7284.13,404.67,41.0,22.0,46.0,15.84,87.0,0
8.0,4.0,5.33,12.0,0.67,1.0,1.0,3.0,1.5,4.0,0
461.51,31.0,25.24,8436.95,468.72,45.0,16.0,50.0,18.28,95.0,0
105.49,16.0,30.14,369.2,20.51,8.0,8.0,19.0,3.5,27.0,0
55.51,10.0,13.88,222.03,12.33,5.0,5.0,10.0,4.0,15.0,0
93.77,15.0,23.81,369.2,20.51,9.0,8.0,15.0,3.94,24.0,0
48.43,4.0,19.37,121.08,6.73,6.0,6.0,8.0,2.5,14.0,0
169.92,11.0,18.88,1529.25,84.96,20.0,10.0,20.0,9.0,40.0,0
612.02,62.0,87.84,4264.41,236.91,48.0,31.0,67.0,6.97,115.0,0
451.71,32.0,29.2,6987.46,388.19,45.0,16.0,50.0,15.47,95.0,0
74.01,8.0,37.0,148.02,8.22,9.0,9.0,11.0,2.0,20.0,0
74.01,8.0,37.0,148.02,8.22,9.0,9.0,11.0,2.0,20.0,0
65.73,5.0,8.22,525.83,29.21,6.0,3.0,13.0,8.0,19.0,0
618.59,45.0,33.69,11357.39,630.97,51.0,25.0,63.0,18.36,114.0,0
145.95,17.0,20.85,1021.63,56.76,14.0,9.0,21.0,7.0,35.0,0
203.56,21.0,29.4,1409.26,78.29,18.0,13.0,27.0,6.92,45.0,0
18.09,5.0,9.05,36.19,2.0,2.0,2.0,5.0,2.0,7.0,0
284.27,27.0,31.84,2538.1,141.01,25.0,14.0,37.0,8.93,62.0,0
101.95,11.0,13.22,786.47,43.69,9.0,7.0,15.0,7.71,24.0,0
19.65,4.0,9.83,39.3,2.18,3.0,3.0,4.0,2.0,7.0,0
24.0,4.0,9.6,60.0,3.33,3.0,3.0,5.0,2.5,8.0,0
840.54,47.0,17.58,40188.22,2232.68,45.0,8.0,136.0,47.81,181.0,0
132.83,11.0,17.71,996.26,55.35,10.0,6.0,24.0,7.5,34.0,0
92.51,11.0,15.86,539.65,29.98,10.0,6.0,15.0,5.83,25.0,0
111.01,12.0,13.59,906.61,50.37,14.0,6.0,16.0,8.17,30.0,0
34.87,4.0,17.43,69.74,3.87,5.0,5.0,6.0,2.0,11.0,0
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
125.1,12.0,14.47,1081.2,60.07,11.0,7.0,19.0,8.64,30.0,0
125.34,14.0,12.27,1280.22,71.12,11.0,7.0,18.0,10.21,29.0,0
305.53,33.0,15.28,6110.57,339.48,25.0,10.0,40.0,20.0,65.0,0
171.33,17.0,6.23,4711.6,261.76,15.0,3.0,30.0,27.5,45.0,0
91.38,14.0,13.71,609.18,33.84,10.0,6.0,14.0,6.67,24.0,0
25.27,6.0,9.47,67.38,3.74,4.0,3.0,5.0,2.67,9.0,0
1153.51,61.0,14.48,91920.19,5106.68,85.0,8.0,170.0,79.69,255.0,0
2575.28,139.0,49.72,133399.56,7411.09,148.0,30.0,306.0,51.8,454.0,0
435.0,29.0,20.51,9228.21,512.67,33.0,14.0,54.0,21.21,87.0,0
89.86,12.0,11.23,718.87,39.94,8.0,5.0,15.0,8.0,23.0,0
136.0,10.0,12.55,1473.33,81.85,13.0,6.0,21.0,10.83,34.0,0
242.13,21.0,16.14,3631.98,201.78,27.0,9.0,30.0,15.0,57.0,0
257.51,16.0,24.52,2703.86,150.21,30.0,10.0,33.0,10.5,63.0,0
739.05,42.0,11.31,48284.58,2682.48,56.0,6.0,115.0,65.33,171.0,0
981.08,52.0,11.36,84699.71,4705.54,74.0,6.0,153.0,86.33,227.0,0
739.05,42.0,11.31,48284.58,2682.48,56.0,6.0,115.0,65.33,171.0,0
860.06,47.0,11.34,65221.5,3623.42,65.0,6.0,134.0,75.83,199.0,0
981.08,52.0,11.36,84699.71,4705.54,74.0,6.0,153.0,86.33,227.0,0
702.96,80.0,15.28,32336.09,1796.45,46.0,13.0,87.0,46.0,133.0,0
1026.71,117.0,21.03,50129.07,2784.95,63.0,20.0,118.0,48.83,181.0,0
1557.38,155.0,37.97,63876.98,3548.72,105.0,32.0,162.0,41.02,267.0,0
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
870.13,43.0,36.34,20831.97,1157.33,74.0,17.0,107.0,23.94,181.0,0
272.63,21.0,23.56,3154.67,175.26,27.0,14.0,31.0,11.57,58.0,0
28.07,6.0,10.53,74.86,4.16,4.0,3.0,6.0,2.67,10.0,0
224.0,16.0,12.8,3920.0,217.78,21.0,6.0,35.0,17.5,56.0,0
28.07,6.0,10.53,74.86,4.16,4.0,3.0,6.0,2.67,10.0,0
224.0,16.0,12.8,3920.0,217.78,21.0,6.0,35.0,17.5,56.0,0
346.1,46.0,17.31,6922.08,384.56,32.0,8.0,51.0,20.0,83.0,0
186.81,18.0,10.67,3269.16,181.62,20.0,4.0,34.0,17.5,54.0,0
220.0,15.0,12.57,3850.0,213.89,21.0,6.0,34.0,17.5,55.0,0
85.11,12.0,13.26,546.12,30.34,11.0,6.0,12.0,6.42,23.0,0
48.0,17.0,32.0,72.0,4.0,5.0,5.0,11.0,1.5,16.0,0
217.13,20.0,24.55,1920.77,106.71,23.0,13.0,25.0,8.85,48.0,0
238.42,21.0,26.7,2128.73,118.26,25.0,14.0,27.0,8.93,52.0,0
36.5,8.0,24.33,54.74,3.04,4.0,4.0,9.0,1.5,13.0,0
217.13,20.0,24.55,1920.77,106.71,23.0,13.0,25.0,8.85,48.0,0
217.13,20.0,24.55,1920.77,106.71,23.0,13.0,25.0,8.85,48.0,0
208.08,15.0,25.76,1680.68,93.37,21.0,13.0,25.0,8.08,46.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
72.34,9.0,8.27,632.97,35.17,7.0,4.0,12.0,8.75,19.0,0
131.69,15.0,15.36,1128.74,62.71,10.0,7.0,21.0,8.57,31.0,0
11.61,4.0,7.74,17.41,0.97,2.0,2.0,3.0,1.5,5.0,0
30.0,7.0,9.0,100.0,5.56,4.0,3.0,6.0,3.33,10.0,0
283.28,22.0,22.73,3530.05,196.11,27.0,13.0,34.0,12.46,61.0,0
1070.41,59.0,65.48,17497.07,972.06,85.0,39.0,101.0,16.35,186.0,0
675.05,40.0,37.67,12096.92,672.05,56.0,25.0,70.0,17.92,126.0,0
777.0,54.0,25.48,23698.55,1316.59,61.0,20.0,85.0,30.5,146.0,0
193.26,10.0,38.65,966.31,53.68,20.0,14.0,24.0,5.0,44.0,0
184.48,10.0,38.84,876.27,48.68,19.0,14.0,23.0,4.75,42.0,0
412.18,46.0,31.4,5409.85,300.55,30.0,16.0,54.0,13.13,84.0,0
814.25,39.0,39.34,16855.08,936.39,69.0,25.0,84.0,20.7,153.0,0
2525.26,141.0,55.19,115544.29,6419.13,187.0,47.0,225.0,45.76,412.0,0
206.82,16.0,22.98,1861.37,103.41,18.0,13.0,26.0,9.0,44.0,0
160.02,11.0,8.0,3200.38,177.8,16.0,2.0,41.0,20.0,57.0,0
2166.17,238.0,63.23,74205.86,4122.55,169.0,37.0,211.0,34.26,380.0,0
366.61,49.0,40.4,3326.99,184.83,33.0,20.0,41.0,9.08,74.0,0
191.76,9.0,35.32,1040.96,57.83,19.0,14.0,24.0,5.43,43.0,0
189.99,16.0,29.55,1221.36,67.85,20.0,14.0,22.0,6.43,42.0,0
30.0,7.0,9.0,100.0,5.56,4.0,3.0,6.0,3.33,10.0,0
594.69,38.0,38.9,9091.87,505.1,53.0,26.0,58.0,15.29,111.0,0
4577.0,176.0,51.27,408630.26,22701.68,349.0,43.0,411.0,89.28,760.0,0
264.4,19.0,22.92,3050.82,169.49,20.0,13.0,35.0,11.54,55.0,0
281.76,18.0,61.64,1288.06,71.56,24.0,21.0,34.0,4.57,58.0,0
121.84,21.0,11.28,1315.82,73.1,12.0,5.0,20.0,10.8,32.0,0
2190.0,104.0,139.76,34316.89,1906.49,151.0,53.0,214.0,15.67,365.0,0
201.74,16.0,51.57,789.15,43.84,19.0,17.0,25.0,3.91,44.0,0
0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
578.62,29.0,24.38,13734.51,763.03,41.0,19.0,67.0,23.74,108.0,0
0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187.98,11.0,17.9,1973.83,109.66,15.0,10.0,26.0,10.5,41.0,0
371.38,21.0,70.56,1954.64,108.59,40.0,19.0,41.0,5.26,81.0,0
2418.0,114.0,30.11,194151.18,10786.18,182.0,34.0,221.0,80.29,403.0,0
332.84,23.0,19.58,5658.32,314.35,20.0,10.0,50.0,17.0,70.0,0
110.45,12.0,11.33,1076.85,59.82,9.0,6.0,17.0,9.75,26.0,0
464.08,39.0,18.87,11416.47,634.25,41.0,15.0,51.0,24.6,92.0,0
0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171.67,16.0,21.8,1351.93,75.11,14.0,8.0,28.0,7.88,42.0,0
2582.88,107.0,118.79,56161.17,3120.06,212.0,39.0,253.0,21.74,465.0,0
222.97,23.0,18.58,2675.66,148.65,20.0,10.0,30.0,12.0,50.0,0
1937.05,109.0,60.06,62469.78,3470.54,172.0,24.0,212.0,32.25,384.0,0
76.15,11.0,11.42,507.65,28.2,10.0,6.0,10.0,6.67,20.0,0
227.55,22.0,30.49,1698.49,94.36,19.0,14.0,30.0,7.46,49.0,0
39.86,7.0,8.54,186.03,10.33,4.0,3.0,8.0,4.67,12.0,0
122.11,12.0,24.42,610.57,33.92,16.0,8.0,17.0,5.0,33.0,0
138.97,7.0,39.24,492.2,27.34,17.0,12.0,17.0,3.54,34.0,0
1704.67,65.0,66.29,43834.43,2435.25,135.0,42.0,156.0,25.71,291.0,0
1872.36,75.0,74.2,47244.37,2624.69,155.0,43.0,166.0,25.23,321.0,0
1250.65,60.0,45.97,34022.4,1890.13,113.0,27.0,122.0,27.2,235.0,0
406.24,24.0,32.99,5003.22,277.96,39.0,19.0,43.0,12.32,82.0,0
533.45,33.0,49.53,5745.65,319.2,47.0,24.0,57.0,10.77,104.0,0
1437.96,68.0,32.43,63749.57,3541.64,112.0,24.0,153.0,44.33,265.0,0
36.0,11.0,10.8,120.0,6.67,4.0,3.0,8.0,3.33,12.0,0
259.12,29.0,25.04,2681.93,149.0,23.0,10.0,38.0,10.35,61.0,0
263.64,28.0,22.93,3031.83,168.44,23.0,10.0,38.0,11.5,61.0,0
6058.55,233.0,103.66,354104.19,19672.45,368.0,85.0,522.0,58.45,890.0,0
1665.86,110.0,27.18,102093.62,5671.87,117.0,21.0,190.0,61.29,307.0,0
528.54,42.0,35.34,7905.12,439.17,43.0,23.0,57.0,14.96,100.0,0
189.99,17.0,31.11,1160.29,64.45,19.0,14.0,23.0,6.11,42.0,0
3253.22,126.0,59.64,177466.26,9859.24,243.0,49.0,287.0,54.55,529.0,0
169.46,17.0,40.35,711.73,39.54,18.0,15.0,20.0,4.2,38.0,0
2415.48,107.0,57.18,102029.76,5668.32,176.0,50.0,213.0,42.24,389.0,0
314.04,25.0,43.32,2276.8,126.49,29.0,20.0,35.0,7.25,64.0,0
849.37,56.0,49.96,14439.21,802.18,70.0,35.0,79.0,17.0,149.0,0
294.41,21.0,42.06,2060.88,114.49,28.0,20.0,32.0,7.0,60.0,0
477.02,40.0,35.78,6360.31,353.35,40.0,21.0,53.0,13.33,93.0,0
510.53,34.0,54.85,4751.82,263.99,44.0,26.0,54.0,9.31,98.0,0
455.0,32.0,47.67,4343.18,241.29,42.0,22.0,49.0,9.55,91.0,0
290.05,22.0,29.0,2900.48,161.14,25.0,15.0,36.0,10.0,61.0,0
211.77,12.0,31.46,1425.41,79.19,25.0,13.0,24.0,6.73,49.0,0
207.45,14.0,19.97,2155.2,119.73,17.0,9.0,31.0,10.39,48.0,0
1789.5,108.0,52.26,61279.34,3404.41,108.0,41.0,187.0,34.24,295.0,0
3230.33,146.0,84.21,123917.69,6884.32,195.0,61.0,309.0,38.36,504.0,0
121.11,19.0,16.14,908.35,50.46,10.0,6.0,21.0,7.5,31.0,0
74.23,13.0,16.5,334.04,18.56,6.0,6.0,13.0,4.5,19.0,0
36.54,5.0,14.62,91.35,5.08,5.0,5.0,6.0,2.5,11.0,0
3018.42,210.0,244.43,37274.65,2070.81,187.0,53.0,324.0,12.35,511.0,0
112.0,10.0,48.0,261.32,14.52,14.0,12.0,14.0,2.33,28.0,0
286.62,15.0,27.14,3027.43,168.19,26.0,16.0,33.0,10.56,59.0,0
30.0,7.0,9.0,100.0,5.56,4.0,3.0,6.0,3.33,10.0,0
371.38,18.0,30.32,4549.46,252.75,35.0,20.0,38.0,12.25,73.0,0
196.21,13.0,32.7,1177.29,65.4,21.0,14.0,23.0,6.0,44.0,0
739.34,62.0,40.53,13485.6,749.2,57.0,25.0,81.0,18.24,138.0,0
664.82,32.0,15.83,27922.42,1551.25,42.0,8.0,103.0,42.0,145.0,0
569.35,32.0,32.22,10058.52,558.81,53.0,21.0,58.0,17.67,111.0,0
682.23,41.0,38.98,11939.04,663.28,60.0,24.0,70.0,17.5,130.0,0
386.65,38.0,21.05,7101.42,394.52,29.0,15.0,47.0,18.37,76.0,0
3328.42,148.0,73.09,151562.04,8420.11,204.0,56.0,321.0,45.54,525.0,0
2318.45,139.0,65.83,81653.08,4536.28,147.0,48.0,230.0,35.22,377.0,0
303.08,22.0,39.19,2343.81,130.21,29.0,15.0,38.0,7.73,67.0,0
801.57,74.0,19.85,32363.26,1797.96,57.0,12.0,108.0,40.38,165.0,0
2398.1,108.0,62.91,91409.75,5078.32,162.0,51.0,223.0,38.12,385.0,0
1392.68,68.0,56.66,34233.65,1901.87,107.0,37.0,135.0,24.58,242.0,0
267.93,16.0,12.61,5693.54,316.31,17.0,6.0,44.0,21.25,61.0,0
94.01,10.0,12.82,689.42,38.3,8.0,6.0,15.0,7.33,23.0,0
210.83,19.0,20.17,2204.14,122.45,23.0,11.0,25.0,10.45,48.0,0
257.83,26.0,13.81,4813.07,267.39,24.0,9.0,33.0,18.67,57.0,0
746.57,55.0,22.67,24590.16,1366.12,62.0,16.0,86.0,32.94,148.0,0
2835.69,90.0,92.71,86738.77,4818.82,208.0,68.0,232.0,30.59,439.0,0
277.33,21.0,23.77,3235.47,179.75,20.0,12.0,39.0,11.67,59.0,0
211.52,15.0,18.25,2451.71,136.21,17.0,11.0,28.0,11.59,45.0,0
88.0,12.0,10.56,733.33,40.74,10.0,6.0,12.0,8.33,22.0,0
36.0,4.0,8.64,150.0,8.33,5.0,3.0,7.0,4.17,12.0,0
857.38,55.0,39.42,18647.98,1036.0,58.0,24.0,101.0,21.75,159.0,0
66.61,9.0,14.27,310.84,17.27,8.0,6.0,10.0,4.67,18.0,0
271.03,21.0,20.97,3502.52,194.58,24.0,13.0,33.0,12.92,57.0,0
53.77,9.0,12.8,225.85,12.55,6.0,5.0,9.0,4.2,15.0,0
108.0,18.0,24.0,486.0,27.0,9.0,8.0,18.0,4.5,27.0,0
1588.95,88.0,65.34,38633.74,2146.32,123.0,43.0,146.0,24.31,269.0,0
2752.61,118.0,60.0,126284.42,7015.8,198.0,41.0,268.0,45.88,466.0,0
766.53,42.0,44.35,13248.25,736.01,61.0,30.0,77.0,17.28,138.0,0
102.8,11.0,22.84,462.59,25.7,12.0,8.0,15.0,4.5,27.0,0
385.15,14.0,30.28,4898.57,272.14,37.0,16.0,44.0,12.72,81.0,0
1187.57,56.0,31.19,45218.85,2512.16,99.0,26.0,116.0,38.08,215.0,0
872.09,51.0,36.34,20930.19,1162.79,69.0,23.0,96.0,24.0,165.0,0
5993.48,252.0,81.59,440290.52,24460.58,382.0,91.0,477.0,73.46,859.0,0
331.93,22.0,41.62,2647.15,147.06,29.0,20.0,38.0,7.97,67.0,0
0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165.06,13.0,19.95,1365.49,75.86,14.0,11.0,22.0,8.27,36.0,0
164.23,16.0,18.25,1478.1,82.12,12.0,8.0,26.0,9.0,38.0,0
118.54,9.0,33.43,420.27,23.35,13.0,11.0,16.0,3.55,29.0,0
232.79,19.0,32.89,1647.46,91.53,23.0,13.0,30.0,7.08,53.0,0
679.4,35.0,39.29,11748.9,652.72,59.0,29.0,64.0,17.29,123.0,0
603.94,45.0,46.26,7884.77,438.04,47.0,27.0,65.0,13.06,112.0,0
1908.0,92.0,55.03,66158.78,3675.49,142.0,43.0,176.0,34.67,318.0,0
4138.51,146.0,72.48,236295.83,13127.55,295.0,62.0,350.0,57.1,644.0,0
1505.96,84.0,44.43,51039.72,2835.54,114.0,37.0,142.0,33.89,256.0,0
169.46,18.0,40.35,711.73,39.54,18.0,15.0,20.0,4.2,38.0,0
