Halstead_n,Halstead_v,Halstead_l,Halstead_d,Halstead_i,Halstead_e,Halstead_b,Halstead_t,Halstead_lOCode,Halstead_lOComment,Halstead_lOBlank,SOFTWARE,defects
144.0,795.39,0.04,26.13,30.45,20779.64,0.27,1154.42,15,8,5,1,0
101.0,551.4,0.04,22.45,24.56,12380.3,0.18,687.79,14,8,2,1,0
24.0,91.38,0.09,11.25,8.11,1027.99,0.03,57.11,9,0,1,1,0
31.0,131.69,0.08,13.0,10.13,1711.91,0.04,95.11,10,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
38.0,166.91,0.07,15.0,11.13,2503.62,0.06,139.09,10,0,2,1,0
32.0,140.55,0.2,5.0,28.11,702.77,0.05,39.04,9,1,2,1,0
42.0,178.41,0.13,7.78,22.94,1387.66,0.06,77.09,6,0,1,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
23.0,92.0,0.26,3.89,23.66,357.78,0.03,19.88,3,0,1,1,0
41.0,177.2,0.15,6.55,27.07,1159.85,0.06,64.44,8,2,1,1,0
24.0,100.08,0.14,7.0,14.3,700.55,0.03,38.92,8,0,4,1,0
41.0,180.09,0.06,16.0,11.26,2881.36,0.06,160.08,10,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
181.0,1041.63,0.04,26.71,39.0,27821.73,0.35,1545.65,54,0,12,1,0
184.0,1038.47,0.04,28.24,36.77,29327.81,0.35,1629.32,63,0,9,1,0
35.0,145.95,0.18,5.6,26.06,817.31,0.05,45.41,12,0,0,1,0
38.0,171.9,0.09,11.05,15.56,1899.44,0.06,105.52,12,0,1,1,0
41.0,180.09,0.14,7.33,24.56,1320.62,0.06,73.37,16,0,0,1,0
29.0,123.19,0.12,8.25,14.93,1016.32,0.04,56.46,10,0,2,1,0
29.0,123.19,0.12,8.25,14.93,1016.32,0.04,56.46,10,1,5,1,0
29.0,123.19,0.12,8.25,14.93,1016.32,0.04,56.46,10,0,1,1,0
174.0,899.57,0.03,33.0,27.26,29685.71,0.3,1649.21,41,6,7,1,0
386.0,2155.8,0.02,52.89,40.76,114017.63,0.72,6334.31,65,12,14,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,1,0
100.0,464.39,0.04,24.18,19.2,11229.69,0.15,623.87,22,3,2,1,0
4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,1,0
13.0,43.19,0.17,5.83,7.4,251.91,0.01,14.0,2,0,0,1,0
11.0,34.87,0.32,3.12,11.16,108.97,0.01,6.05,3,0,0,1,0
41.0,182.84,0.16,6.25,29.25,1142.73,0.06,63.48,19,8,3,1,0
139.0,780.44,0.05,22.0,35.47,17169.78,0.26,953.88,28,0,4,1,0
12.0,38.04,0.5,2.0,19.02,76.08,0.01,4.23,4,0,0,1,0
13.0,43.19,0.27,3.75,11.52,161.94,0.01,9.0,3,1,1,1,0
5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,1,0,1,0
66.0,320.63,0.07,14.15,22.65,4538.1,0.11,252.12,18,4,5,1,0
16.0,55.35,0.24,4.2,13.18,232.47,0.02,12.92,6,0,1,1,0
19.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,3,1,0
336.0,1976.57,0.03,36.92,53.53,72980.97,0.66,4054.5,119,1,21,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
76.0,365.36,0.06,17.0,21.49,6211.1,0.12,345.06,17,0,5,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,2,0,0,1,0
13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,1,0
100.0,490.69,0.05,21.14,23.21,10374.57,0.16,576.36,30,0,6,1,0
17.0,66.42,0.25,4.0,16.6,265.67,0.02,14.76,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
45.0,203.56,0.12,8.08,25.2,1644.14,0.07,91.34,10,4,4,1,0
19.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,3,1,0
502.0,3225.98,0.02,40.65,79.37,131120.68,1.08,7284.48,156,9,27,1,0
706.0,4594.5,0.02,46.68,98.43,214455.18,1.53,11914.18,82,3,37,1,0
101.0,495.6,0.08,12.74,38.91,6312.33,0.17,350.68,23,0,3,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
16.0,60.92,0.29,3.5,17.41,213.21,0.02,11.85,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
18.0,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2,0,0,1,0
281.0,1593.95,0.03,36.79,43.32,58646.42,0.53,3258.13,49,6,20,1,0
24.0,91.38,0.17,6.0,15.23,548.26,0.03,30.46,9,0,0,1,0
40.0,172.88,0.13,8.0,21.61,1383.02,0.06,76.83,14,0,4,1,0
50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17,0,3,1,0
106.0,560.25,0.06,16.0,35.02,8964.04,0.19,498.0,21,0,3,1,0
12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
29.0,113.3,0.23,4.33,26.15,490.97,0.04,27.28,6,0,1,1,0
29.0,113.3,0.23,4.33,26.15,490.97,0.04,27.28,6,0,1,1,0
77.0,366.13,0.05,19.38,18.9,7093.7,0.12,394.09,24,2,3,1,0
94.0,478.22,0.05,21.94,21.8,10490.98,0.16,582.83,23,0,3,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
22.0,93.45,0.22,4.5,20.77,420.54,0.03,23.36,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
59.0,263.11,0.09,11.0,23.92,2894.17,0.09,160.79,19,0,3,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
48.0,203.9,0.11,9.09,22.43,1853.64,0.07,102.98,15,0,2,1,0
11.0,36.54,0.4,2.5,14.62,91.35,0.01,5.08,2,0,0,1,0
428.0,2674.11,0.03,38.84,68.85,103861.54,0.89,5770.09,139,7,25,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
600.0,4233.17,0.06,17.54,241.31,74259.84,1.41,4125.55,98,1,1,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,3,0,0,1,0
25.0,100.0,0.15,6.5,15.38,650.0,0.03,36.11,5,0,1,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,2,0,0,1,0
72.0,346.13,0.06,15.5,22.33,5365.01,0.12,298.06,24,0,4,1,0
84.0,412.18,0.06,16.63,24.79,6852.47,0.14,380.69,28,0,5,1,0
87.0,438.86,0.05,18.35,23.91,8054.41,0.15,447.47,28,0,5,1,0
87.0,426.9,0.06,17.06,25.02,7283.97,0.14,404.67,29,0,5,1,0
133.0,676.63,0.04,27.0,25.06,18269.08,0.23,1014.95,37,5,11,1,0
50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17,0,3,1,0
19.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,1,1,0
398.0,2471.36,0.02,49.3,50.12,121848.91,0.82,6769.38,122,0,34,1,0
27.0,105.49,0.18,5.69,18.55,599.95,0.04,33.33,7,0,3,1,0
27.0,105.49,0.18,5.69,18.55,599.95,0.04,33.33,7,0,3,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
38.0,161.42,0.12,8.55,18.88,1380.15,0.05,76.68,9,0,1,1,0
106.0,560.25,0.06,16.0,35.02,8964.04,0.19,498.0,21,0,3,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
55.0,255.41,0.08,12.0,21.28,3064.95,0.09,170.27,10,0,1,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,1,0
253.0,1482.07,0.03,28.99,51.13,42961.01,0.49,2386.72,62,0,19,1,0
21.0,69.76,0.3,3.33,20.93,232.53,0.02,12.92,4,0,1,1,0
11.0,33.0,0.4,2.5,13.2,82.5,0.01,4.58,3,0,1,1,0
285.0,1758.43,0.04,25.12,70.01,44167.59,0.59,2453.75,91,0,29,1,0
272.0,1447.56,0.02,41.62,34.78,60246.25,0.48,3347.01,61,0,9,1,0
19.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,1,1,0
102.0,448.02,0.05,18.64,24.04,8349.4,0.15,463.86,32,0,7,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,2,1,0
26.0,101.58,0.18,5.69,17.86,577.73,0.03,32.1,6,0,2,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
41.0,185.47,0.13,7.69,24.11,1426.66,0.06,79.26,12,0,2,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,0
15.0,53.77,0.4,2.5,21.51,134.44,0.02,7.47,3,0,0,1,0
12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,1,0
12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,1,0
18.0,70.32,0.25,4.0,17.58,281.3,0.02,15.63,4,0,0,1,0
13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
16.0,53.15,0.29,3.5,15.19,186.03,0.02,10.33,3,0,0,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
52.0,238.42,0.09,11.0,21.67,2622.6,0.08,145.7,10,0,1,1,0
63.0,276.72,0.1,10.13,27.33,2801.75,0.09,155.65,14,0,5,1,0
13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2,0,0,1,0
104.0,510.32,0.05,21.71,23.5,11081.16,0.17,615.62,32,0,7,1,0
34.0,153.8,0.11,8.73,17.62,1342.26,0.05,74.57,5,0,1,1,0
36.0,160.54,0.1,10.2,15.74,1637.5,0.05,90.97,9,0,1,1,0
47.0,215.49,0.09,11.0,19.59,2370.43,0.07,131.69,6,0,1,1,0
29.0,125.34,0.12,8.56,14.65,1072.32,0.04,59.57,9,0,1,1,0
48.0,217.13,0.09,10.54,20.6,2288.92,0.07,127.16,11,0,1,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
114.0,553.81,0.04,23.04,24.04,12757.41,0.18,708.74,30,0,5,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,2,0,0,1,0
81.0,376.15,0.06,15.71,23.94,5910.97,0.13,328.39,16,0,1,1,0
168.0,847.46,0.04,23.71,35.74,20096.87,0.28,1116.49,30,0,1,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
29.0,113.3,0.23,4.33,26.15,490.97,0.04,27.28,6,0,1,1,0
29.0,113.3,0.23,4.33,26.15,490.97,0.04,27.28,6,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
92.0,464.08,0.06,17.5,26.52,8121.47,0.15,451.19,24,1,4,1,0
163.0,829.26,0.04,26.67,31.1,22113.51,0.28,1228.53,48,0,10,1,0
51.0,230.7,0.11,9.23,24.99,2129.55,0.08,118.31,15,0,2,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2,0,0,1,0
18.0,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2,0,0,1,0
32.0,138.3,0.12,8.25,16.76,1140.99,0.05,63.39,6,0,1,1,0
133.0,726.1,0.09,11.63,62.46,8440.96,0.24,468.94,31,5,15,1,0
162.0,914.3,0.07,14.0,65.31,12800.27,0.3,711.13,31,6,18,1,0
222.0,1173.36,0.02,44.14,26.58,51795.43,0.39,2877.52,43,2,17,1,0
289.0,1670.81,0.03,37.68,44.35,62950.34,0.56,3497.24,106,1,21,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,1,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
73.0,343.13,0.08,12.83,26.74,4403.53,0.11,244.64,15,0,1,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
76.0,386.65,0.06,16.0,24.17,6186.35,0.13,343.69,18,4,7,1,0
12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
14.0,51.81,0.29,3.5,14.8,181.32,0.02,10.07,2,0,0,1,0
14.0,51.81,0.29,3.5,14.8,181.32,0.02,10.07,2,0,0,1,0
27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,3,1,0
44.0,186.91,0.13,7.64,24.48,1427.3,0.06,79.29,12,1,5,1,0
179.0,1034.85,0.05,21.31,48.57,22051.72,0.34,1225.1,30,0,8,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
19.0,65.73,0.3,3.33,19.72,219.1,0.02,12.17,5,0,2,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2,0,0,1,0
20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4,0,1,1,0
80.0,366.8,0.07,15.23,24.08,5586.6,0.12,310.37,13,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
15.0,55.51,0.21,4.67,11.89,259.02,0.02,14.39,4,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
51.0,224.01,0.11,9.38,23.89,2100.08,0.07,116.67,11,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
57.0,267.93,0.09,11.57,23.15,3100.28,0.09,172.24,13,0,1,1,0
53.0,232.79,0.09,11.36,20.49,2645.37,0.08,146.97,11,0,1,1,0
51.0,224.01,0.11,9.38,23.89,2100.08,0.07,116.67,10,0,1,1,0
36.0,152.93,0.09,11.69,13.08,1787.32,0.05,99.3,8,0,1,1,0
70.0,332.84,0.08,13.2,25.22,4393.52,0.11,244.08,12,0,1,1,0
98.0,471.12,0.08,13.33,35.33,6281.61,0.16,348.98,24,0,1,1,0
26.0,106.27,0.14,7.31,14.53,777.13,0.04,43.17,5,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
22.0,89.92,0.16,6.19,14.53,556.41,0.03,30.91,4,0,1,1,0
95.0,475.0,0.08,12.05,39.43,5722.62,0.16,317.92,22,0,1,1,0
20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4,0,1,1,0
57.0,267.93,0.09,11.57,23.15,3100.28,0.09,172.24,11,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
59.0,280.54,0.09,11.2,25.05,3142.03,0.09,174.56,11,0,1,1,0
20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4,0,1,1,0
137.0,636.21,0.06,16.5,38.56,10497.44,0.21,583.19,22,1,7,1,0
50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17,0,3,1,0
76.0,365.36,0.06,17.0,21.49,6211.1,0.12,345.06,17,0,5,1,0
168.0,840.0,0.03,33.97,24.73,28535.29,0.28,1585.29,51,1,2,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,2,0,0,1,0
13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,3,0,0,1,0
14.0,50.19,0.33,3.0,16.73,150.57,0.02,8.36,2,0,0,1,0
12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,1,1,0
29.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,7,0,1,1,0
29.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,7,0,1,1,0
29.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,7,0,2,1,0
29.0,120.93,0.14,7.0,17.28,846.49,0.04,47.03,7,0,1,1,0
27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,1,1,0
50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17,0,3,1,0
81.0,376.15,0.06,15.71,23.94,5910.97,0.13,328.39,16,0,1,1,0
168.0,847.46,0.04,23.71,35.74,20096.87,0.28,1116.49,30,0,1,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
30.0,114.22,0.21,4.88,23.43,556.83,0.04,30.93,6,0,4,1,0
149.0,770.32,0.04,26.39,29.18,20332.36,0.26,1129.58,44,0,8,1,0
9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
51.0,239.72,0.12,8.43,28.43,2021.66,0.08,112.31,14,0,2,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
27.0,110.36,0.5,2.0,55.18,220.72,0.04,12.26,6,0,1,1,0
31.0,131.69,0.12,8.33,15.8,1097.38,0.04,60.97,8,0,1,1,0
46.0,198.81,0.16,6.19,32.11,1231.08,0.07,68.39,13,0,5,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
37.0,136.92,0.21,4.69,29.21,641.8,0.05,35.66,8,0,2,1,0
15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,1,0
27.0,93.4,0.22,4.58,20.38,428.1,0.03,23.78,6,0,2,1,0
11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3,0,1,1,0
51.0,227.43,0.1,10.0,22.74,2274.31,0.08,126.35,17,0,3,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2,0,0,1,0
18.0,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
34.0,138.97,0.09,10.71,12.97,1489.0,0.05,82.72,10,0,2,1,0
71.0,337.6,0.05,18.31,18.44,6180.62,0.11,343.37,21,3,6,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2,0,0,1,0
13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2,0,0,1,0
46.0,202.05,0.1,10.0,20.2,2020.47,0.07,112.25,15,0,2,1,0
46.0,210.91,0.11,8.88,23.74,1873.84,0.07,104.1,14,0,3,1,0
56.0,266.27,0.07,13.46,19.78,3584.45,0.09,199.14,19,0,4,1,0
34.0,138.97,0.12,8.44,16.47,1172.59,0.05,65.14,10,0,2,1,0
19.0,74.23,0.29,3.5,21.21,259.81,0.02,14.43,3,0,1,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
19.0,74.23,0.29,3.5,21.21,259.81,0.02,14.43,3,0,1,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
29.0,118.54,0.13,7.88,15.05,933.47,0.04,51.86,8,0,2,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
41.0,185.47,0.13,7.69,24.11,1426.66,0.06,79.26,12,0,2,1,0
170.0,995.86,0.06,17.37,57.34,17296.46,0.33,960.91,46,8,7,1,0
16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,1,0
18.0,72.0,0.19,5.14,14.0,370.29,0.02,20.57,2,0,0,1,0
10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,1,0
