Halstead_d,Halstead_e,Halstead_i,Halstead_n,Halstead_t,Halstead_v,McCabe_loc,McCabe_v(g),total_Op,uniq_Opnd,defects
9.38,2100.08,23.89,51.0,116.67,224.01,14.0,3.0,26.0,12.0,0
11.2,3142.03,25.05,59.0,174.56,280.54,14.0,4.0,31.0,15.0,0
11.57,3100.28,23.15,57.0,172.24,267.93,16.0,5.0,30.0,14.0,0
11.36,2645.37,20.49,53.0,146.97,232.79,14.0,4.0,28.0,11.0,0
9.38,2100.08,23.89,51.0,116.67,224.01,13.0,3.0,26.0,12.0,0
11.69,1787.32,13.08,36.0,99.3,152.93,11.0,3.0,19.0,8.0,0
13.2,4393.52,25.22,70.0,244.08,332.84,15.0,6.0,37.0,15.0,0
13.33,6281.61,35.33,98.0,348.98,471.12,27.0,6.0,50.0,18.0,0
7.31,777.13,14.53,26.0,43.17,106.27,8.0,2.0,13.0,8.0,0
11.2,3142.03,25.05,59.0,174.56,280.54,14.0,4.0,31.0,15.0,0
6.19,556.41,14.53,22.0,30.91,89.92,7.0,2.0,11.0,8.0,0
12.05,5722.62,39.43,95.0,317.92,475.0,25.0,5.0,49.0,21.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
11.57,3100.28,23.15,57.0,172.24,267.93,14.0,4.0,30.0,14.0,0
11.2,3142.03,25.05,59.0,174.56,280.54,14.0,4.0,31.0,15.0,0
11.2,3142.03,25.05,59.0,174.56,280.54,14.0,4.0,31.0,15.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
16.5,10497.44,38.56,137.0,583.19,636.21,33.0,1.0,95.0,14.0,0
10.0,2229.72,22.3,50.0,123.87,222.97,22.0,3.0,30.0,11.0,0
17.0,6211.1,21.49,76.0,345.06,365.36,24.0,4.0,42.0,14.0,0
33.97,28535.29,24.73,168.0,1585.29,840.0,57.0,6.0,91.0,17.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.5,87.17,13.95,11.0,4.84,34.87,4.0,1.0,7.0,4.0,0
2.0,86.37,21.59,13.0,4.8,43.19,5.0,1.0,7.0,6.0,0
3.0,150.57,16.73,14.0,8.36,50.19,4.0,1.0,8.0,6.0,0
3.0,124.54,13.84,12.0,6.92,41.51,4.0,1.0,7.0,5.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
7.31,807.02,15.09,27.0,44.83,110.36,10.0,2.0,14.0,8.0,0
7.0,846.49,17.28,29.0,47.03,120.93,10.0,2.0,15.0,9.0,0
7.0,846.49,17.28,29.0,47.03,120.93,10.0,2.0,15.0,9.0,0
7.0,846.49,17.28,29.0,47.03,120.93,11.0,2.0,15.0,9.0,0
7.0,846.49,17.28,29.0,47.03,120.93,10.0,2.0,15.0,9.0,0
7.31,807.02,15.09,27.0,44.83,110.36,10.0,2.0,14.0,8.0,0
10.0,2229.72,22.3,50.0,123.87,222.97,22.0,3.0,30.0,11.0,0
15.71,5910.97,23.94,81.0,328.39,376.15,19.0,5.0,41.0,14.0,0
23.71,20096.87,35.74,168.0,1116.49,847.46,33.0,10.0,85.0,21.0,0
4.0,250.04,15.63,16.0,13.89,62.51,4.0,2.0,9.0,7.0,0
4.88,556.83,23.43,30.0,30.93,114.22,12.0,2.0,17.0,8.0,0
26.39,20332.36,29.18,149.0,1129.58,770.32,54.0,6.0,90.0,19.0,0
2.0,46.53,11.63,9.0,2.58,23.26,5.0,1.0,5.0,3.0,0
2.92,151.35,17.79,15.0,8.41,51.89,5.0,1.0,8.0,6.0,0
8.43,2021.66,28.43,51.0,112.31,239.72,18.0,3.0,28.0,15.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,220.72,55.18,27.0,12.26,110.36,9.0,1.0,14.0,13.0,0
8.33,1097.38,15.8,31.0,60.97,131.69,11.0,3.0,16.0,9.0,0
6.19,1231.08,32.11,46.0,68.39,198.81,20.0,2.0,23.0,13.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
4.69,641.8,29.21,37.0,35.66,136.92,12.0,1.0,22.0,8.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
4.58,428.1,20.38,27.0,23.78,93.4,10.0,1.0,16.0,6.0,0
2.5,87.17,13.95,11.0,4.84,34.87,6.0,1.0,7.0,4.0,0
10.0,2274.31,22.74,51.0,126.35,227.43,22.0,3.0,31.0,11.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.0,82.42,20.6,13.0,4.58,41.21,4.0,1.0,8.0,5.0,0
4.5,331.08,16.35,18.0,18.39,73.57,4.0,2.0,10.0,8.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
10.71,1489.0,12.97,34.0,82.72,138.97,14.0,3.0,19.0,7.0,0
18.31,6180.62,18.44,71.0,343.37,337.6,32.0,3.0,37.0,13.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.5,99.66,15.95,12.0,5.54,39.86,4.0,1.0,7.0,5.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,0
2.0,82.42,20.6,13.0,4.58,41.21,4.0,1.0,8.0,5.0,0
10.0,2020.47,20.2,46.0,112.25,202.05,19.0,4.0,24.0,11.0,0
8.88,1873.84,23.74,46.0,104.1,210.91,19.0,3.0,25.0,13.0,0
13.46,3584.45,19.78,56.0,199.14,266.27,25.0,5.0,31.0,13.0,0
8.44,1172.59,16.47,34.0,65.14,138.97,14.0,3.0,19.0,8.0,0
3.5,259.81,21.21,19.0,14.43,74.23,6.0,2.0,11.0,8.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
3.5,259.81,21.21,19.0,14.43,74.23,6.0,2.0,11.0,8.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
7.88,933.47,15.05,29.0,51.86,118.54,12.0,3.0,15.0,8.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.92,151.35,17.79,15.0,8.41,51.89,5.0,1.0,8.0,6.0,0
7.69,1426.66,24.11,41.0,79.26,185.47,16.0,3.0,21.0,13.0,0
17.37,17296.46,57.34,170.0,960.91,995.86,68.0,7.0,104.0,38.0,0
4.0,250.04,15.63,16.0,13.89,62.51,4.0,2.0,9.0,7.0,0
5.14,370.29,14.0,18.0,20.57,72.0,4.0,2.0,10.0,7.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.92,151.35,17.79,15.0,8.41,51.89,5.0,1.0,8.0,6.0,0
2.92,151.35,17.79,15.0,8.41,51.89,5.0,1.0,8.0,6.0,0
2.92,151.35,17.79,15.0,8.41,51.89,5.0,1.0,8.0,6.0,0
3.0,139.81,15.53,13.0,7.77,46.6,4.0,2.0,7.0,6.0,0
4.09,670.91,40.09,41.0,37.27,164.0,15.0,1.0,23.0,11.0,0
19.92,38294.49,96.48,318.0,2127.47,1922.12,97.0,8.0,170.0,52.0,0
31.64,27263.85,27.24,168.0,1514.66,861.72,68.0,5.0,101.0,18.0,0
10.0,2229.72,22.3,50.0,123.87,222.97,22.0,3.0,30.0,11.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
3.0,177.62,19.74,16.0,9.87,59.21,4.0,1.0,9.0,7.0,0
3.0,177.62,19.74,16.0,9.87,59.21,4.0,1.0,9.0,7.0,0
8.8,1468.79,18.97,38.0,81.6,166.91,19.0,3.0,22.0,10.0,0
13.0,3942.14,23.33,68.0,219.01,303.24,28.0,3.0,42.0,11.0,0
11.5,3025.72,22.88,59.0,168.1,263.11,25.0,3.0,36.0,11.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
2.0,60.0,15.0,10.0,3.33,30.0,4.0,1.0,6.0,4.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
15.58,7948.87,32.72,105.0,441.6,510.09,26.0,6.0,54.0,18.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
6.43,514.28,12.44,20.0,28.57,80.0,7.0,2.0,10.0,7.0,0
16.8,6529.13,23.13,80.0,362.73,388.64,26.0,4.0,44.0,15.0,0
6.19,556.41,14.53,22.0,30.91,89.92,7.0,2.0,11.0,8.0,0
13.71,6918.03,36.78,100.0,384.33,504.44,24.0,5.0,52.0,21.0,0
2.0,54.0,13.5,9.0,3.0,27.0,5.0,1.0,5.0,4.0,0
29.75,37904.77,42.83,232.0,2105.82,1274.11,49.0,3.0,134.0,28.0,0
11.5,3025.72,22.88,59.0,168.1,263.11,25.0,3.0,36.0,11.0,0
11.5,3025.72,22.88,59.0,168.1,263.11,25.0,3.0,36.0,11.0,0
11.0,2747.01,22.7,56.0,152.61,249.73,24.0,3.0,34.0,11.0,0
12.0,3531.87,24.53,66.0,196.21,294.32,26.0,3.0,42.0,11.0,0
12.0,3531.87,24.53,66.0,196.21,294.32,26.0,3.0,42.0,11.0,0
8.0,1383.02,21.61,40.0,76.83,172.88,19.0,3.0,24.0,10.0,0
10.0,2229.72,22.3,50.0,123.87,222.97,22.0,3.0,30.0,11.0,0
10.5,2481.67,22.51,53.0,137.87,236.35,24.0,3.0,32.0,11.0,0
10.0,2229.72,22.3,50.0,123.87,222.97,22.0,3.0,30.0,11.0,0
11.0,2747.01,22.7,56.0,152.61,249.73,24.0,3.0,34.0,11.0,0
11.0,2747.01,22.7,56.0,152.61,249.73,24.0,3.0,34.0,11.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
14.1,8898.52,44.76,113.0,494.36,631.1,40.0,7.0,66.0,30.0,0
18.22,19943.94,60.06,192.0,1108.0,1094.48,52.0,4.0,110.0,36.0,0
7.31,956.47,17.89,32.0,53.14,130.8,14.0,2.0,19.0,8.0,0
14.17,3196.3,15.93,48.0,177.57,225.62,18.0,4.0,33.0,9.0,0
25.6,19261.03,29.39,137.0,1070.06,752.38,51.0,8.0,73.0,25.0,0
2.5,79.25,12.68,10.0,4.4,31.7,5.0,1.0,6.0,4.0,0
4.0,250.04,15.63,16.0,13.89,62.51,4.0,2.0,9.0,7.0,0
3.0,166.52,18.5,15.0,9.25,55.51,4.0,2.0,8.0,7.0,0
2.0,69.74,17.43,11.0,3.87,34.87,4.0,1.0,6.0,5.0,0
13.2,4519.05,25.94,72.0,251.06,342.35,28.0,4.0,39.0,15.0,0
17.87,9519.28,29.79,112.0,528.85,532.55,44.0,6.0,60.0,16.0,0
10.5,2575.32,23.36,55.0,143.07,245.27,23.0,3.0,34.0,11.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
3.33,219.1,19.72,19.0,12.17,65.73,8.0,1.0,11.0,6.0,0
9.0,1529.25,18.88,40.0,84.96,169.92,16.0,3.0,20.0,10.0,0
2.5,125.47,20.08,14.0,6.97,50.19,5.0,2.0,7.0,7.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
3.0,134.92,14.99,13.0,7.5,44.97,5.0,1.0,8.0,5.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
3.5,194.27,15.86,15.0,10.79,55.51,5.0,2.0,9.0,6.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
9.5,1601.27,17.74,39.0,88.96,168.56,23.0,3.0,20.0,10.0,0
2.0,54.0,13.5,9.0,3.0,27.0,4.0,1.0,5.0,4.0,0
4.0,250.04,15.63,16.0,13.89,62.51,4.0,2.0,9.0,7.0,0
9.78,1479.06,15.47,35.0,82.17,151.27,14.0,3.0,19.0,9.0,0
4.0,250.04,15.63,16.0,13.89,62.51,4.0,2.0,9.0,7.0,0
2.5,79.25,12.68,10.0,4.4,31.7,4.0,1.0,6.0,4.0,0
3.75,199.32,14.17,16.0,11.07,53.15,9.0,1.0,11.0,4.0,0
20.65,10484.56,24.59,99.0,582.48,507.8,37.0,4.0,60.0,17.0,0
23.38,6187.36,11.32,57.0,343.74,264.7,20.0,6.0,35.0,8.0,0
31.43,8855.41,8.97,58.0,491.97,281.76,19.0,6.0,38.0,7.0,0
8.75,732.92,9.57,22.0,40.72,83.76,12.0,3.0,15.0,4.0,0
17.5,2116.24,6.91,29.0,117.57,120.93,12.0,3.0,22.0,3.0,0
2.5,49.13,7.86,7.0,2.73,19.65,4.0,1.0,5.0,2.0,0
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,0
8.75,732.92,9.57,22.0,40.72,83.76,13.0,3.0,15.0,4.0,0
21.5,23414.96,50.65,195.0,1300.83,1089.07,62.0,5.0,109.0,32.0,0
54.57,278742.94,93.6,783.0,15485.72,5107.95,196.0,18.0,414.0,71.0,0
43.84,109975.22,57.23,423.0,6109.73,2508.7,106.0,19.0,256.0,40.0,0
143.69,438109.78,21.22,581.0,24339.43,3049.05,284.0,23.0,372.0,16.0,0
99.64,861278.67,86.75,1301.0,47848.81,8643.66,531.0,35.0,836.0,70.0,0
32.85,43855.75,40.63,246.0,2436.43,1334.86,137.0,11.0,163.0,24.0,0
35.93,47667.85,36.91,246.0,2648.21,1326.51,135.0,12.0,159.0,23.0,0
14.53,6009.28,28.47,80.0,333.85,413.59,30.0,5.0,54.0,17.0,0
10.79,5720.02,49.12,101.0,317.78,530.04,32.0,3.0,64.0,24.0,0
11.33,5696.92,44.35,98.0,316.5,502.67,33.0,3.0,64.0,21.0,0
11.5,7641.91,57.78,121.0,424.55,664.51,52.0,4.0,75.0,30.0,0
4.5,369.2,18.23,21.0,20.51,82.04,14.0,3.0,15.0,6.0,0
16.25,14611.66,55.33,161.0,811.76,899.18,61.0,5.0,96.0,32.0,0
5.96,1024.21,28.85,38.0,56.9,171.9,17.0,4.0,25.0,12.0,0
4.0,236.83,14.8,16.0,13.16,59.21,4.0,1.0,11.0,5.0,0
26.82,17860.72,24.82,132.0,992.26,665.86,34.0,5.0,75.0,17.0,0
3.38,269.85,23.69,21.0,14.99,79.95,7.0,1.0,12.0,8.0,0
2.92,171.53,20.16,17.0,9.53,58.81,6.0,1.0,10.0,6.0,0
56.89,78539.39,24.26,256.0,4363.3,1380.43,126.0,22.0,162.0,19.0,0
43.8,43747.0,22.8,198.0,2430.39,998.79,127.0,16.0,125.0,15.0,0
23.54,10626.06,19.18,92.0,590.34,451.43,61.0,7.0,56.0,13.0,0
65.45,128709.04,30.04,356.0,7150.5,1966.39,171.0,10.0,236.0,22.0,0
418.2,8255889.43,47.21,3072.0,458660.51,19741.49,715.0,71.0,2154.0,45.0,0
71.06,427818.05,84.71,955.0,23767.67,6020.11,250.0,19.0,648.0,54.0,0
44.24,44364.16,22.66,162.0,2464.68,1002.75,77.0,6.0,89.0,33.0,0
51.9,87317.89,32.4,314.0,4850.99,1682.27,79.0,19.0,205.0,21.0,0
25.62,50202.34,76.51,336.0,2789.02,1959.85,57.0,4.0,225.0,39.0,0
4.0,236.83,14.8,16.0,13.16,59.21,4.0,1.0,11.0,5.0,0
16.0,12886.65,50.34,145.0,715.92,805.42,63.0,7.0,83.0,31.0,0
9.0,498.16,6.15,16.0,27.68,55.35,9.0,1.0,12.0,2.0,0
2.0,31.02,7.75,6.0,1.72,15.51,3.0,1.0,4.0,2.0,0
6.75,493.31,10.83,22.0,27.41,73.08,10.0,2.0,13.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0
21.27,9526.62,21.05,99.0,529.26,447.83,27.0,4.0,60.0,11.0,0
9.64,1247.05,13.41,29.0,69.28,129.32,12.0,3.0,20.0,7.0,0
7.71,956.57,16.07,31.0,53.14,124.0,25.0,3.0,19.0,7.0,0
23.75,12459.65,22.09,104.0,692.2,524.62,37.0,6.0,69.0,14.0,0
7.71,956.57,16.07,31.0,53.14,124.0,24.0,3.0,19.0,7.0,0
23.75,12459.65,22.09,104.0,692.2,524.62,37.0,6.0,69.0,14.0,0
3.67,300.83,22.38,21.0,16.71,82.04,10.0,2.0,10.0,9.0,0
1.5,12.0,5.33,4.0,0.67,8.0,5.0,1.0,3.0,1.0,0
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,0
12.1,5694.85,38.9,95.0,316.38,470.65,24.0,2.0,51.0,20.0,0
7.33,1770.86,32.93,52.0,98.38,241.48,18.0,4.0,30.0,15.0,0
8.25,1069.68,15.72,30.0,59.43,129.66,9.0,2.0,19.0,8.0,0
26.4,13716.72,19.68,103.0,762.04,519.57,42.0,4.0,59.0,15.0,0
8.44,1241.57,17.44,36.0,68.98,147.15,10.0,1.0,21.0,8.0,0
11.57,3154.67,23.56,58.0,175.26,272.63,19.0,3.0,31.0,14.0,0
1.3,1.3,1.3,1.3,1.3,1.3,1.1,1.4,1.2,1.2,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23.04,21378.61,40.27,171.0,1187.7,927.89,83.0,11.0,107.0,25.0,1
14.86,11436.73,51.81,141.0,635.37,769.78,46.0,8.0,89.0,28.0,1
9.35,2381.95,27.25,58.0,132.33,254.75,25.0,3.0,41.0,10.0,1
11.27,6423.73,50.53,115.0,356.87,569.73,43.0,3.0,74.0,20.0,1
15.43,11596.34,48.72,149.0,644.24,751.61,48.0,6.0,95.0,21.0,1
27.27,33061.94,44.45,231.0,1836.77,1212.27,69.0,12.0,156.0,22.0,1
16.2,12069.0,45.99,149.0,670.5,745.0,47.0,6.0,95.0,20.0,1
17.82,14278.39,44.97,155.0,793.24,801.34,48.0,7.0,99.0,22.0,1
20.7,21261.63,49.62,193.0,1181.2,1027.13,58.0,9.0,124.0,25.0,1
19.73,15808.22,40.62,155.0,878.23,801.34,65.0,6.0,93.0,22.0,1
26.6,45222.23,63.91,289.0,2512.35,1700.08,116.0,11.0,177.0,40.0,1
11.37,3953.7,30.6,74.0,219.65,347.83,24.0,4.0,43.0,15.0,1
29.25,36434.54,42.59,231.0,2024.14,1245.63,77.0,19.0,153.0,24.0,1
3.5,163.12,13.32,13.0,9.06,46.6,9.0,1.0,8.0,5.0,1
5.43,1040.96,35.32,43.0,57.83,191.76,16.0,2.0,24.0,14.0,1
29.86,44757.43,50.21,257.0,2486.52,1499.05,93.0,7.0,162.0,35.0,1
4.74,1454.65,64.87,67.0,80.81,307.19,23.0,1.0,44.0,17.0,1
3.33,286.12,25.75,21.0,15.9,85.84,30.0,1.0,5.0,12.0,1
39.0,4212.0,2.77,54.0,234.0,108.0,30.0,1.0,28.0,1.0,1
13.0,6889.27,40.76,108.0,382.74,529.94,35.0,3.0,69.0,18.0,1
13.5,3145.3,17.26,57.0,174.74,232.99,25.0,4.0,33.0,8.0,1
9.58,2307.76,25.13,54.0,128.21,240.81,20.0,7.0,31.0,12.0,1
30.72,49320.73,52.25,289.0,2740.04,1605.28,119.0,14.0,190.0,29.0,1
14.31,5182.54,25.32,78.0,287.92,362.22,35.0,4.0,47.0,13.0,1
14.5,4853.18,23.08,73.0,269.62,334.7,33.0,4.0,44.0,12.0,1
6.4,592.07,14.45,25.0,32.89,92.51,17.0,2.0,17.0,5.0,1
16.0,9661.93,37.74,127.0,536.77,603.87,44.0,3.0,87.0,15.0,1
25.26,34029.33,53.35,230.0,1890.52,1347.34,84.0,15.0,141.0,37.0,1
14.09,10838.4,54.62,150.0,602.13,769.39,56.0,3.0,96.0,23.0,1
21.0,21346.25,48.4,191.0,1185.9,1016.49,58.0,3.0,121.0,25.0,1
17.71,21062.86,67.19,213.0,1170.16,1189.6,78.0,7.0,127.0,34.0,1
29.1,39470.86,46.62,250.0,2192.83,1356.57,75.0,8.0,161.0,26.0,1
3.33,253.69,22.83,22.0,14.09,76.11,12.0,1.0,14.0,6.0,1
3.33,253.69,22.83,22.0,14.09,76.11,11.0,1.0,14.0,6.0,1
25.0,26476.59,42.36,199.0,1470.92,1059.06,69.0,10.0,124.0,24.0,1
11.67,5016.67,36.86,86.0,278.7,430.0,39.0,5.0,56.0,18.0,1
9.65,5594.49,60.05,113.0,310.8,579.61,53.0,5.0,76.0,23.0,1
9.82,5344.61,55.44,107.0,296.92,544.36,52.0,5.0,71.0,22.0,1
12.5,4124.97,26.4,74.0,229.17,330.0,30.0,2.0,44.0,12.0,1
7.1,2805.82,55.59,77.0,155.88,394.95,27.0,3.0,46.0,24.0,1
12.05,6323.86,43.58,105.0,351.33,525.0,47.0,7.0,52.0,22.0,1
12.17,6755.1,45.58,110.0,375.28,554.88,49.0,7.0,54.0,23.0,1
3.0,150.57,16.73,14.0,8.36,50.19,7.0,1.0,8.0,6.0,1
20.45,18860.59,45.08,177.0,1047.81,922.07,66.0,12.0,117.0,22.0,1
5.63,666.77,21.07,29.0,37.04,118.54,14.0,1.0,19.0,8.0,1
9.17,2757.59,32.82,64.0,153.2,300.83,29.0,3.0,39.0,15.0,1
2.5,121.08,19.37,14.0,6.73,48.43,6.0,1.0,8.0,6.0,1
5.25,738.4,26.79,36.0,41.02,140.65,12.0,1.0,24.0,8.0,1
16.0,9342.72,36.49,119.0,519.03,583.92,38.0,7.0,71.0,18.0,1
29.65,60862.61,69.24,322.0,3381.26,2052.76,132.0,16.0,192.0,57.0,1
11.79,4935.43,35.53,81.0,274.19,418.76,26.0,4.0,48.0,21.0,1
13.19,13042.34,74.95,178.0,724.57,988.72,56.0,5.0,109.0,34.0,1
6.2,2265.23,58.93,76.0,125.85,365.36,21.0,1.0,45.0,20.0,1
18.9,9619.48,26.93,95.0,534.42,508.97,43.0,6.0,59.0,20.0,1
9.82,1954.18,20.27,44.0,108.57,199.04,12.0,4.0,26.0,11.0,1
6.0,593.95,16.5,26.0,33.0,98.99,11.0,1.0,17.0,6.0,1
7.15,2284.41,44.72,68.0,126.91,319.63,26.0,2.0,41.0,17.0,1
28.71,47016.12,57.05,274.0,2612.01,1637.77,80.0,11.0,167.0,41.0,1
24.33,26025.75,43.95,185.0,1445.88,1069.55,63.0,8.0,112.0,33.0,1
12.83,1123.8,6.82,23.0,62.43,87.57,10.0,2.0,16.0,3.0,1
5.6,723.9,23.08,31.0,40.22,129.27,9.0,2.0,17.0,10.0,1
20.4,9158.6,22.01,89.0,508.81,448.95,35.0,5.0,55.0,15.0,1
2.5,231.28,37.0,25.0,12.85,92.51,9.0,1.0,17.0,8.0,1
13.75,1880.19,9.94,35.0,104.46,136.74,16.0,2.0,25.0,4.0,1
3.75,105.28,7.49,10.0,5.85,28.07,5.0,1.0,7.0,2.0,1
4.57,500.08,23.93,28.0,27.78,109.39,16.0,1.0,20.0,7.0,1
3.0,58.95,6.55,7.0,3.28,19.65,4.0,1.0,6.0,1.0,1
3.43,304.49,25.9,24.0,16.92,88.81,12.0,2.0,16.0,7.0,1
5.25,388.55,14.1,20.0,21.59,74.01,8.0,2.0,11.0,6.0,1
2.0,23.22,5.8,5.0,1.29,11.61,4.0,1.0,4.0,1.0,1
6.87,831.38,17.59,29.0,46.19,120.93,14.0,2.0,18.0,8.0,1
7.5,4031.36,71.67,101.0,223.96,537.51,56.0,3.0,56.0,30.0,1
9.17,2280.63,27.14,55.0,126.7,248.8,30.0,2.0,35.0,12.0,1
23.08,33247.47,62.43,247.0,1847.08,1440.72,52.0,8.0,147.0,39.0,1
18.45,10553.84,31.0,109.0,586.32,572.02,41.0,6.0,68.0,20.0,1
0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,1
3.5,355.53,29.02,26.0,19.75,101.58,15.0,1.0,18.0,8.0,1
3.43,367.69,31.28,31.0,20.43,107.24,9.0,1.0,19.0,7.0,1
3.0,72.0,8.0,8.0,4.0,24.0,5.0,1.0,6.0,2.0,1
6.5,2008.94,47.55,65.0,111.61,309.07,25.0,1.0,39.0,18.0,1
0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,1
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,1
14.18,4490.66,22.33,70.0,249.48,316.65,23.0,3.0,44.0,11.0,1
4.2,566.52,32.11,33.0,31.47,134.89,14.0,1.0,21.0,10.0,1
9.64,1504.29,16.18,39.0,83.57,156.0,18.0,2.0,24.0,7.0,1
15.17,8265.25,35.93,110.0,459.18,544.96,40.0,4.0,68.0,18.0,1
13.85,5143.96,26.83,80.0,285.78,371.51,24.0,3.0,50.0,13.0,1
16.25,10902.2,41.29,133.0,605.68,670.9,52.0,6.0,83.0,20.0,1
4.0,207.22,12.95,14.0,11.51,51.81,11.0,1.0,9.0,5.0,1
19.79,6863.63,17.52,70.0,381.31,346.79,23.0,6.0,45.0,12.0,1
1.5,12.0,5.33,4.0,0.67,8.0,4.0,1.0,3.0,1.0,1
28.27,31758.83,39.75,191.0,1764.38,1123.58,38.0,8.0,124.0,32.0,1
33.28,116258.98,104.99,527.0,6458.83,3493.67,113.0,15.0,330.0,74.0,1
3.85,409.16,27.6,26.0,22.73,106.27,8.0,1.0,15.0,10.0,1
20.8,18609.99,43.01,167.0,1033.89,894.71,38.0,6.0,102.0,25.0,1
36.93,48144.92,35.3,231.0,2674.72,1303.73,47.0,13.0,137.0,28.0,1
5.0,304.72,12.19,17.0,16.93,60.94,8.0,1.0,12.0,4.0,1
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,1
9.69,1981.69,21.1,43.0,110.09,204.46,15.0,3.0,25.0,13.0,1
